index,output.relations_noOffset,aqs,aqs_initial
followed-r-searched,10605,0.0084408400397,0.0714285714286
killed-r-wait,10605,0.00848740960289,0.0714285714286
drawing-r-marching,10605,0.00874358181948,0.0714285714286
arrested--thwarts,10605,0.00928633347775,0.0714285714286
riot--snowballs,10605,0.0106735283427,0.0714285714286
dead--wounded,10605,0.0112282699859,0.047619047619
apprehended--charged,10605,0.0121721837831,0.0714285714286
breaks out--shot,10605,0.0129362134598,0.047619047619
anger-r-breaks out,10605,0.0133213377895,0.0714285714286
attack-r-transiting,10605,0.014239890819,0.047619047619
killing-r-walked,10605,0.0147022834032,0.047619047619
foils-r-nabs,10605,0.0149737558308,0.0714285714286
creating--wounded,10605,0.0150832803023,0.0714285714286
chaos--vigil,10605,0.0162900164289,0.0714285714286
avoid-r-wait,10605,0.0167476304706,0.0714285714286
riot--vigil,10605,0.0170428684775,0.0285714285714
attack--under control,10605,0.0171542733237,0.0714285714286
attempted--suspicion,10605,0.0173709750609,0.0714285714286
capturing--transiting,10605,0.0178661999914,0.05
attack--patrolling,10605,0.0179733682178,0.0714285714286
patrols-r-thwarting,10605,0.0179755982398,0.047619047619
fired--put,10605,0.0181297750246,0.0714285714286
attack--transiting,10605,0.0182654977651,0.0714285714286
convicted--murder,10605,0.0185234689754,0.047619047619
snowballs--vigil,10605,0.0186644931351,0.0714285714286
avoid--performing,10605,0.0188804197404,0.0714285714286
apprehending--operation,10605,0.0190840613984,0.047619047619
murder--rampage,10605,0.0193403162023,0.047619047619
involved--violations,10605,0.0193971660445,0.0714285714286
arraignment-r-fired,10605,0.0197295923829,0.0714285714286
died--married,10605,0.0197641479974,0.0714285714286
dead--left,10605,0.0198437271127,0.0714285714286
attempted--killed,10605,0.0206828795965,0.0714285714286
conducted--reviewed,10605,0.0209096699438,0.0714285714286
houses-r-occurred,10605,0.0215050345211,0.0714285714286
have-r-shooting,10605,0.021597318132,0.142857142857
circumstances-r-guilty,10605,0.0217023558562,0.0714285714286
protest-r-thrashing,10605,0.0218505467499,0.0714285714286
murder--posession,10605,0.0222853046497,0.047619047619
intercepts-r-seized,10605,0.0223597823743,0.0714285714286
arrest--found,10605,0.022637359625,0.0714285714286
cowering--found,10605,0.023092672506,0.0714285714286
riot--shot,10605,0.0232183297941,0.0254237288136
slain-r-snowballs,10605,0.0232392991267,0.0714285714286
joined in-r-shot,10605,0.0233710216205,0.0714285714286
confiscating--operation,10605,0.023441043218,0.047619047619
injures--kills,10605,0.0237682053064,0.0714285714286
convicted--showed,10605,0.0238296814154,0.0714285714286
fanned out--in search,10605,0.0239986081264,0.0714285714286
confiscating--pirate,10605,0.0243345971459,0.0714285714286
escorting-r-occurred,10605,0.0243629301825,0.0714285714286
ran-r-tried,10605,0.0243640009957,0.0714285714286
attempted-r-crime,10605,0.02439799823,0.0714285714286
fled--shot,10605,0.0244898918735,0.142857142857
accused-r-testimony,10605,0.0245097866018,0.0714285714286
protest--treatment,10605,0.0245515387887,0.142857142857
interviewing--put,10605,0.0248965638039,0.0714285714286
control-r-hostile,10605,0.0251074236528,0.0714285714286
bashed-r-hurled,10605,0.0251552634826,0.0714285714286
chase--fired,10605,0.0262113323279,0.0285714285714
drunk - driving-r-misdemeanor,10605,0.0264850417396,0.0714285714286
found--shot,10605,0.0272276559201,0.0714285714286
assault--shootings,10605,0.0277061209386,0.0714285714286
gunfire-r-watched,10605,0.0284869929025,0.0714285714286
revealed--violations,10605,0.0289330128911,0.142857142857
pointed-r-shot,10605,0.0291540835364,0.0357142857143
killing--passed,10605,0.0295659603746,0.0714285714286
sacked-r-shoots,10605,0.0297763583253,0.0714285714286
intent-r-shootings,10605,0.0299727620739,0.051724137931
battle--rioting,10605,0.0300895118104,0.0714285714286
arrest--pulled over,10605,0.0305033447679,0.047619047619
escape-r-nabbed,10605,0.030570611968,0.142857142857
driving under the influence-r-suspicions,10605,0.0321386863432,0.0714285714286
erupted--violations,10605,0.0336770922697,0.0714285714286
harming-r-locked up,10605,0.0341049854886,0.0714285714286
assault-r-found,10605,0.0343451037844,0.047619047619
confiscating--transiting,10605,0.0344265861406,0.047619047619
burst out-r-interviewing,10605,0.0345478034476,0.0714285714286
killed-r-powder keg,10605,0.0351651850121,0.142857142857
killing-r-statement,10605,0.0363316804814,0.0714285714286
attempted--avoid,10605,0.0366472238239,0.0714285714286
arrival--declared,10605,0.0367144326835,0.0714285714286
shot-r-shot,10605,0.0368965198998,0.0714285714286
shot--shot,10605,0.0368965198998,0.0714285714286
death-r-seek,10605,0.0370969488395,0.0714285714286
conducted--operation,10605,0.0371731461024,0.114285714286
covered--testify,10605,0.0372259758349,0.0714285714286
death--sentences,10605,0.0372386231057,0.142857142857
knocked-r-occurred,10605,0.0375383969538,0.0714285714286
assault in the first degree-r-convicted,10605,0.0376335959031,0.0714285714286
heard--hearing,10605,0.0380567160671,0.0760869565217
burglary-r-killing,10605,0.0382390938849,0.0714285714286
injuring--suspended,10605,0.0388312919468,0.0714285714286
hear--statement,10605,0.0392856822202,0.0714285714286
arrest-r-latest,10605,0.0393817807476,0.0714285714286
death-r-protest,10605,0.0394820697529,0.0714285714286
emotion-r-showed,10605,0.039614964126,0.0714285714286
burst out-r-fired,10605,0.0396563769887,0.0714285714286
kills--on duty,10605,0.0396615336883,0.142857142857
piracy--thwarted,10605,0.0398664742643,0.0714285714286
arrival-r-dead,10605,0.0399621140817,0.0714285714286
approaching--escorting,10605,0.0400668371177,0.142857142857
commotion--safety,10605,0.0404318082924,0.0714285714286
convicted-r-execution,10605,0.0404982764686,0.0714285714286
goes-r-spree,10605,0.0408801128785,0.0714285714286
murders-r-searching,10605,0.0420472158051,0.0714285714286
death--hearing,10605,0.042318093757,0.0714285714286
arrest--commit,10605,0.0426066434239,0.0714285714286
lawsuits--revealed,10605,0.0432024883658,0.0714285714286
asked--shooting,10605,0.0432540946955,0.0714285714286
hostile--vigil,10605,0.0437524445423,0.0714285714286
ambush-r-case,10605,0.0440287601488,0.0714285714286
commit-r-killed,10605,0.0440354451788,0.0714285714286
beef--belonged to,10605,0.0442807207377,0.0714285714286
revealed-r-violations,10605,0.044819569431,0.0714285714286
found--used,10605,0.044990849253,0.0714285714286
application-r-bail,10605,0.0450920959121,0.047619047619
drunk driving-r-play - off game,10605,0.0456884963727,0.0714285714286
appeal--ordered,10605,0.0462114644999,0.0714285714286
dead-r-rushed,10605,0.0465022912518,0.0714285714286
ambush--life,10605,0.0467243816426,0.0714285714286
pitching--shooting,10605,0.0474818010867,0.0714285714286
fired-r-walking,10605,0.0475715501971,0.0714285714286
fired--walking,10605,0.0475715501971,0.0714285714286
revealed-r-shooting,10605,0.0480511069222,0.047619047619
beef-r-trial,10605,0.0480700035574,0.0714285714286
coming-r-screams,10605,0.0481974425248,0.0714285714286
captured-r-piracy,10605,0.0483177695959,0.0714285714286
melee-r-turned,10605,0.0485829717281,0.0714285714286
arrests--thrashing,10605,0.0485829717281,0.0714285714286
killing-r-wounding,10605,0.0486486235201,0.0253164556962
patrols-r-under control,10605,0.0487245781232,0.047619047619
duties-r-used,10605,0.0490238223657,0.0714285714286
arrest--lying,10605,0.0491838015267,0.0714285714286
convicted--dead,10605,0.0494297140781,0.0714285714286
kill-r-scheduled,10605,0.049721713775,0.0714285714286
convicted-r-emotion,10605,0.0497417502765,0.0714285714286
feared--in vain,10605,0.0498960140064,0.0714285714286
fired-r-worked,10605,0.0502527742654,0.0714285714286
shoot--targeted,10605,0.050255567272,0.0714285714286
circumstances--duties,10605,0.0503910850277,0.0714285714286
chase--led,10605,0.0506272502805,0.0714285714286
death--shot,10605,0.0506957239897,0.107142857143
shooting-r-suspected,10605,0.0510037658535,0.051724137931
kills--shooting,10605,0.0517248547638,0.0357142857143
fired-r-made way,10605,0.0518128612225,0.0714285714286
dying--shot,10605,0.0524068617528,0.0714285714286
death-r-warrants,10605,0.0526396201259,0.0714285714286
killing--purpose,10605,0.0530392034028,0.0714285714286
enraged-r-rioting,10605,0.0532408827422,0.0714285714286
gunned down--shots,10605,0.0532588220114,0.0714285714286
action--mission,10605,0.055252758275,0.0714285714286
occurred-r-shooting,10605,0.0554406345307,0.0357142857143
doing--shot,10605,0.055591054579,0.0714285714286
conducted--mission,10605,0.0556101544697,0.047619047619
shot-r-suspicion,10605,0.0556570239482,0.0714285714286
heard--screams,10605,0.0561203254374,0.0714285714286
joined--vigil,10605,0.0561890693791,0.0714285714286
appeal-r-ordered,10605,0.0564370631782,0.0714285714286
found-r-that,10605,0.0566150933252,0.0714285714286
assault in the first degree-r-sentence,10605,0.0568643943904,0.0714285714286
revealed-r-rioting,10605,0.0569728794847,0.142857142857
arrest-r-shot,10605,0.0570610418629,0.0714285714286
creating-r-turned,10605,0.057222271311,0.0714285714286
seen-r-throwing,10605,0.0577386991719,0.0714285714286
drawn-r-pulled over,10605,0.0577485923292,0.047619047619
harming-r-in vain,10605,0.0582624721552,0.0714285714286
determined-r-shooting,10605,0.0583217681263,0.0714285714286
parole--warrants,10605,0.0584573257103,0.142857142857
trial--wounding,10605,0.0588636026912,0.0714285714286
assault-r-kill,10605,0.0593886425567,0.047619047619
emotion-r-trial,10605,0.0593921565214,0.0714285714286
killed--wait,10605,0.0595822181656,0.0714285714286
escorted--suspended,10605,0.0596291886068,0.047619047619
murder-r-wait,10605,0.059632332361,0.0854700854701
fired--lost,10605,0.0596699311729,0.0714285714286
killed--worked,10605,0.0597133249971,0.0714285714286
intoxicated-r-speeding,10605,0.0601375798159,0.142857142857
found-r-second - degree murder,10605,0.0602067227814,0.0714285714286
confronted--went down,10605,0.0605916256939,0.0714285714286
ambush-r-concluded,10605,0.0606419526901,0.0714285714286
attempt--piracy,10605,0.0609454702519,0.0705128205128
protest-r-violence,10605,0.06120488781,0.0714285714286
assault-r-slaying,10605,0.0618671678806,0.047619047619
hide--ran,10605,0.061968388561,0.0714285714286
marred--protest,10605,0.0619927394773,0.0714285714286
broke away--killed,10605,0.0621128435079,0.0714285714286
dead-r-thought,10605,0.062124660023,0.0714285714286
clashed--wounded,10605,0.0622376607493,0.142857142857
dead--sounds,10605,0.0627936788453,0.0714285714286
hearing--waved,10605,0.0627994777717,0.0714285714286
ugly-r-wounded,10605,0.062862568699,0.0714285714286
q&a--shooting,10605,0.0629096663882,0.0714285714286
shooting--which,10605,0.063031439609,0.0714285714286
confessed--tried,10605,0.063496794095,0.0714285714286
intervened-r-joined,10605,0.0636749245815,0.142857142857
guilty--slaying,10605,0.0643406894571,0.047619047619
kills--suspended,10605,0.0659387161738,0.0714285714286
released-r-statement,10605,0.0662181306409,0.0714285714286
piracy-r-thwarting,10605,0.0662258074975,0.0714285714286
attempted--convicted,10605,0.0662330170014,0.0714285714286
assault-r-burglary,10605,0.0662599375492,0.0714285714286
death-r-faces,10605,0.0665457405828,0.0714285714286
shot-r-vigil,10605,0.0668099215768,0.0357142857143
attempted--shooting,10605,0.0668915484384,0.0714285714286
parole-r-weighed,10605,0.0670151114145,0.0714285714286
pointing-r-wounded,10605,0.0674222818673,0.0714285714286
control-r-struggled,10605,0.0674547756151,0.047619047619
pointing--turned,10605,0.0675733241338,0.0714285714286
confiscating--patrolling,10605,0.0676953840751,0.0714285714286
arrest-r-lying,10605,0.0677791556347,0.0714285714286
grew--march,10605,0.0678053986495,0.0714285714286
feared-r-in vain,10605,0.0684959560442,0.0714285714286
march--vigil,10605,0.0685612315028,0.0714285714286
arrest--considered,10605,0.0686735844323,0.0714285714286
foiled--intercepted,10605,0.0686957825571,0.142857142857
among-r-arrested,10605,0.0687059407428,0.0714285714286
face--shot,10605,0.0687100753925,0.0714285714286
melee--tossing,10605,0.0688981915205,0.142857142857
hit--thrown,10605,0.0695132722074,0.0714285714286
regained-r-shot,10605,0.0697124336829,0.0714285714286
detected-r-escorting,10605,0.0701295550648,0.0714285714286
shot--worked,10605,0.0701444937902,0.142857142857
scheduled-r-threatened,10605,0.0701924838317,0.0714285714286
opened fire--pointed,10605,0.0702059815051,0.142857142857
released--statement,10605,0.0703467439315,0.0714285714286
performing-r-used,10605,0.0704561671721,0.0714285714286
found--performing,10605,0.0704561671721,0.0714285714286
killing--persists,10605,0.0705619975631,0.0714285714286
followed-r-seen,10605,0.0710422491189,0.0714285714286
death--killed,10605,0.0710435362892,0.047619047619
anger--killed,10605,0.0711459911687,0.0714285714286
joined-r-shot,10605,0.0712723581561,0.0714285714286
barricaded--shot,10605,0.0716012784741,0.047619047619
shot-r-went down,10605,0.0716012784741,0.047619047619
declared-r-rushed,10605,0.0716207690361,0.0714285714286
boasting-r-death,10605,0.0722774923986,0.0714285714286
out of the way--pushes,10605,0.0723495122209,0.0714285714286
shot-r-trial,10605,0.0723881482238,0.0636363636364
assault in the first degree-r-second - degree murder,10605,0.0724993185091,0.0714285714286
faces--sentence,10605,0.0724993185091,0.0714285714286
hoping-r-murder,10605,0.0726507006179,0.0714285714286
escorted-r-found,10605,0.0727563713736,0.0714285714286
killing--shot,10605,0.0728315178194,0.0727272727273
deployed--under control,10605,0.0728999604431,0.0952380952381
caught--shooting,10605,0.0729648829905,0.0714285714286
caught--dead,10605,0.0729648829905,0.0714285714286
declined--interview,10605,0.0730988597004,0.0714285714286
fatally struck-r-moment,10605,0.0734134569173,0.0714285714286
death--delayed,10605,0.0734211378854,0.0714285714286
beef-r-targeting,10605,0.0734816170964,0.142857142857
covered--heard,10605,0.0736549557024,0.142857142857
showing--under,10605,0.0744906349162,0.0714285714286
attack--shooting,10605,0.0749660654095,0.107142857143
that-r-wounded,10605,0.0750068660417,0.0714285714286
breaks out--riot,10605,0.0752127650556,0.0714285714286
claim-r-killed,10605,0.0753552030927,0.0714285714286
sparked--which,10605,0.0754218743673,0.0714285714286
finds-r-guilty,10605,0.0754659491104,0.142857142857
avoid-r-duties,10605,0.0756462029234,0.0714285714286
arraignment-r-killing,10605,0.075933950686,0.0714285714286
involved--shooting,10605,0.0760443239673,0.0714285714286
conducted--patrol,10605,0.0760710122197,0.0714285714286
breaks out-r-safety,10605,0.0764371877571,0.0714285714286
arrest-r-wait,10605,0.0767242002978,0.0714285714286
broke away--control,10605,0.0769453137299,0.047619047619
investigation--shot,10605,0.0769533577764,0.142857142857
shot-r-working,10605,0.0769884767176,0.0714285714286
fanned out--spoke,10605,0.0771518044268,0.0714285714286
fanned out--surprised,10605,0.0771518044268,0.0714285714286
arraignment--killing,10605,0.0773551388657,0.0714285714286
job-r-worked,10605,0.0775224102898,0.0714285714286
sentence--transferred,10605,0.0776788360255,0.0714285714286
guilty-r-handed down,10605,0.0777759285633,0.0714285714286
approached-r-killed,10605,0.0779701459111,0.142857142857
breaks out--vigil,10605,0.0780969926586,0.0714285714286
parole--slaying,10605,0.0782188057213,0.0714285714286
asked-r-boasting,10605,0.0782564890195,0.0714285714286
admitted--wounding,10605,0.0784673613979,0.0714285714286
looking-r-shot,10605,0.0785624299111,0.166666666667
arrest-r-found,10605,0.07859764575,0.0714285714286
considered-r-murder,10605,0.0788213345764,0.0714285714286
arrest--murder,10605,0.078894263226,0.0841121495327
charged-r-shootings,10605,0.0790613843886,0.0714285714286
found--possession,10605,0.0791142276425,0.0714285714286
chase--fleeing,10605,0.0792672598493,0.0714285714286
arrest-r-avoid,10605,0.0792690901593,0.142857142857
discovered-r-distressed state,10605,0.0795113836054,0.0714285714286
attack-r-foils,10605,0.0795216045235,0.047619047619
murder--shot,10605,0.079548713684,0.111111111111
fanned out-r-in search,10605,0.079585664444,0.0714285714286
anger-r-vigil,10605,0.0798853279463,0.0625
death--warrants,10605,0.0799057242049,0.0714285714286
pleas--scheduled,10605,0.0800537183871,0.0714285714286
looking-r-searched,10605,0.0800592078089,0.0714285714286
shielding--tried,10605,0.0801488589001,0.0714285714286
boasting--review,10605,0.0807129488054,0.0714285714286
interview--request,10605,0.0807171605175,0.0714285714286
concluded-r-dead,10605,0.081846994344,0.142857142857
mourn-r-treatment,10605,0.0823382239685,0.0714285714286
culminated-r-mounting,10605,0.0826987467948,0.0714285714286
died--murders,10605,0.0830701859155,0.0714285714286
attack--suspected,10605,0.0833092592016,0.0714285714286
hoping--looking,10605,0.0834108556229,0.142857142857
accused--double murder,10605,0.0834430525606,0.0714285714286
arrest--circumstances,10605,0.0837696883123,0.142857142857
fired-r-meant,10605,0.0838663168071,0.0714285714286
action--executed,10605,0.0838950580899,0.0714285714286
on escort duty--transiting,10605,0.0841653547619,0.0714285714286
arrests--marred,10605,0.0843529779391,0.0714285714286
hearing-r-waved,10605,0.0844789766208,0.0714285714286
knocking-r-shot,10605,0.0845640120114,0.0714285714286
plagued--violence,10605,0.0849055083728,0.142857142857
murder-r-verdict,10605,0.0850600551018,0.0714285714286
arrest-r-duties,10605,0.085256480306,0.0714285714286
considered--hoping,10605,0.0852937309596,0.0714285714286
foils--piracy,10605,0.0858570099413,0.0714285714286
appeared--shot,10605,0.0858628544869,0.0714285714286
death-r-riot,10605,0.0859036826027,0.047619047619
q&a--reviewed,10605,0.0862982780963,0.0714285714286
arrest-r-looking,10605,0.0863930400083,0.0714285714286
revealed--shooting,10605,0.0865068486645,0.114285714286
gunned down-r-suspended,10605,0.0867823465149,0.0714285714286
confiscating-r-pirate,10605,0.0869242767038,0.0714285714286
death-r-sentence,10605,0.0869379521724,0.0714285714286
grew-r-protest,10605,0.087174613324,0.142857142857
entered-r-opened fire,10605,0.0872490028438,0.0714285714286
furious-r-vigil,10605,0.0874329548242,0.0714285714286
erupted-r-surrounded,10605,0.0875650208546,0.0714285714286
job--opened fire,10605,0.0877843619707,0.107142857143
followed--looking,10605,0.0881352423162,0.0714285714286
reviewed-r-shooting,10605,0.0887440372304,0.0714285714286
ambush-r-slaying,10605,0.0889368645481,0.0714285714286
piracy--under control,10605,0.0890966155342,0.047619047619
kill--murder,10605,0.0891880260455,0.0714285714286
attack-r-patrolling,10605,0.0892114716842,0.0714285714286
arrests--conduct,10605,0.0892517792098,0.0714285714286
found-r-suspended,10605,0.0892648104144,0.047619047619
attack-r-killing,10605,0.0896239925792,0.0714285714286
charged--distressed state,10605,0.0896391089052,0.142857142857
conducted-r-shooting,10605,0.0896470260039,0.0714285714286
chase-r-led,10605,0.0898112650179,0.0714285714286
enter-r-hearing,10605,0.090079309116,0.0714285714286
kill--scheduled,10605,0.090092410454,0.0714285714286
deal with--sports,10605,0.0901317889285,0.047619047619
fired-r-goes,10605,0.0901801200464,0.0714285714286
fired--goes,10605,0.0901801200464,0.0714285714286
escape-r-intercepted,10605,0.0904194344541,0.0714285714286
appealed-r-ordered,10605,0.0904733885053,0.0714285714286
attack-r-under control,10605,0.0905815689609,0.107142857143
leaves--shooting,10605,0.0905836412623,0.0714285714286
hurt--leaves,10605,0.0905836412623,0.0714285714286
dead--hurt,10605,0.0905836412623,0.0714285714286
hurt-r-leaves,10605,0.0905836412623,0.0714285714286
dead-r-hurt,10605,0.0905836412623,0.0714285714286
hide-r-ran,10605,0.0907128704151,0.0714285714286
leading--walked,10605,0.0907666900599,0.0714285714286
leading-r-walked,10605,0.0907666900599,0.0714285714286
drawing-r-trashed,10605,0.0907843799811,0.0714285714286
injury--murder,10605,0.0908762034685,0.0714285714286
