index,output.relations_noOffset,aqs,aqs_initial
march-r-protest,10605,0.234892421495,0.214285714286
further--investigated,10605,0.235660798394,0.114285714286
breaks out-r-vigil,10605,0.235710262904,0.183673469388
convict-r-took,10605,0.235710563678,0.142857142857
confessed--took,10605,0.235710563678,0.142857142857
executed-r-suspended,10605,0.235761517481,0.166666666667
convicted-r-dead,10605,0.235787437382,0.142857142857
arrested--previous dui arrest,10605,0.236303270248,0.142857142857
hearing-r-plea,10605,0.236446947832,0.185714285714
gunfire--moment,10605,0.236703396729,0.142857142857
confessed--murder,10605,0.236993901524,0.214285714286
found-r-suspicion,10605,0.236996404431,0.142857142857
warrants-r-weighed,10605,0.237343853402,0.214285714286
murder-r-tried,10605,0.237498231154,0.214285714286
escorted--killing,10605,0.237729105105,0.214285714286
picks up--shot,10605,0.238091691705,0.214285714286
dead--picks up,10605,0.238091691705,0.214285714286
captured--played,10605,0.238367221647,0.142857142857
found--returned,10605,0.2385172361,0.183673469388
scared-r-testimony,10605,0.238732545548,0.142857142857
claims-r-kill,10605,0.238815558301,0.214285714286
escorted--regain,10605,0.239220937769,0.214285714286
charged--deaths,10605,0.239384208618,0.214285714286
shielding--shot,10605,0.239427385239,0.214285714286
confesses--murder,10605,0.23966347578,0.214285714286
case--death,10605,0.239779871912,0.142857142857
died--mean,10605,0.240084518251,0.214285714286
have--shooting,10605,0.240432806609,0.142857142857
locked up--suspected,10605,0.240823022034,0.183673469388
found-r-guilty,10605,0.240903517876,0.181102362205
murder--wounded,10605,0.240945318953,0.285714285714
charged--identification,10605,0.240949612046,0.142857142857
face - off-r-pins down,10605,0.240979353107,0.357142857143
injury--verdict,10605,0.241302929071,0.142857142857
escorted--waved,10605,0.241327053828,0.214285714286
attack--deployed,10605,0.241396439684,0.232142857143
beef--sparked,10605,0.241418491496,0.214285714286
chaos-r-vigil,10605,0.241471652958,0.214285714286
scheduled--trial,10605,0.241561900896,0.214285714286
administered-r-arrested,10605,0.241987574565,0.142857142857
custody-r-investigate,10605,0.241994072735,0.214285714286
penciled in--trial,10605,0.241995972603,0.214285714286
murder--suicide attempt,10605,0.24233766478,0.142857142857
on suspicion-r-pulled over,10605,0.242635910111,0.170731707317
appear--before,10605,0.24264654655,0.142857142857
before-r-charged,10605,0.24264654655,0.142857142857
killed--richocheted,10605,0.242848868348,0.214285714286
dui arrest-r-on probation,10605,0.243382683562,0.214285714286
dead--identification,10605,0.243458295339,0.142857142857
shooting-r-trial,10605,0.243632449491,0.267857142857
commit-r-murder,10605,0.243714920997,0.171428571429
asked-r-death,10605,0.243720050532,0.142857142857
ordered-r-sentence,10605,0.24378824394,0.214285714286
bid-r-escorting,10605,0.243956291919,0.214285714286
murder--take care of,10605,0.24421771203,0.142857142857
guilty-r-wounding,10605,0.244277155047,0.214285714286
arrested--distressed state,10605,0.244439006914,0.142857142857
injuring--shooting,10605,0.244578491768,0.214285714286
anger-r-fueled,10605,0.244580342901,0.214285714286
charges--penalty,10605,0.245139271478,0.142857142857
double murder-r-trial,10605,0.245804430578,0.166666666667
job-r-wounding,10605,0.24581401074,0.214285714286
creating--melee,10605,0.245864922866,0.214285714286
ricocheted-r-struck,10605,0.245922183209,0.214285714286
broke away-r-furious,10605,0.245933182907,0.214285714286
animal cruelty-r-announced,10605,0.246084397504,0.214285714286
harming--kept,10605,0.246124945148,0.214285714286
death--fueled,10605,0.246195930826,0.214285714286
press up-r-safety,10605,0.246273245097,0.214285714286
captures-r-provided,10605,0.246600184554,0.142857142857
captures--provided,10605,0.246600184554,0.142857142857
captures-r-event,10605,0.246600184554,0.142857142857
arrested--on suspicion,10605,0.246868907046,0.215076071923
job-r-shot,10605,0.247538008714,0.214285714286
appear-r-danger,10605,0.247733721073,0.214285714286
awaiting-r-driving under the influence,10605,0.247865815667,0.142857142857
mission-r-operation,10605,0.248306203362,0.215789473684
breaks out-r-shot,10605,0.248326813624,0.184210526316
enter-r-trial,10605,0.248450904009,0.214285714286
allowed--sectioned,10605,0.248450961279,0.142857142857
affect--in sports,10605,0.248733569016,0.142857142857
in sports-r-receive,10605,0.248733569016,0.142857142857
charged--shot,10605,0.248757856661,0.25
in vain--kept,10605,0.248762382739,0.142857142857
control-r-furious,10605,0.249552656191,0.214285714286
tossing-r-turned,10605,0.249952675329,0.285714285714
slaying--weighed,10605,0.249971019838,0.214285714286
anger--marred,10605,0.250507536776,0.214285714286
injuring-r-killing,10605,0.250630402127,0.183673469388
opened fire-r-wounding,10605,0.250646787621,0.285714285714
job--returned,10605,0.250846783968,0.171428571429
on trial--take care of,10605,0.251186209486,0.142857142857
suffering-r-unnecessary,10605,0.251393543947,0.232142857143
convicted--sentenced,10605,0.251571114259,0.142857142857
returned-r-wounded,10605,0.251603396597,0.299363057325
guilty-r-targeted,10605,0.251664828033,0.214285714286
further-r-investigated,10605,0.251972794954,0.107142857143
assault-r-shootings,10605,0.251983650495,0.238095238095
gunplay--trial,10605,0.252010330813,0.214285714286
dead--shot,10605,0.25201753288,0.166666666667
deal with-r-sports,10605,0.252062840252,0.166666666667
killed--shootout,10605,0.252302247348,0.142857142857
captures--released,10605,0.252302247348,0.142857142857
captures-r-released,10605,0.252302247348,0.142857142857
accused-r-killed,10605,0.252402350436,0.142857142857
filing-r-weighs,10605,0.252840365504,0.142857142857
approaching--detected,10605,0.252876660234,0.285714285714
shooting-r-worked,10605,0.252953852766,0.220779220779
admitted-r-statement,10605,0.253039366281,0.285714285714
asked--hearing,10605,0.253080600019,0.142857142857
against-r-misdemeanor,10605,0.253128179288,0.214285714286
testimony--trial,10605,0.253251460492,0.234234234234
accused--charged,10605,0.253270972758,0.142857142857
slaying--targeted,10605,0.253420925825,0.285714285714
shot--went down,10605,0.254546315557,0.238095238095
beef--targeting,10605,0.254558292445,0.214285714286
fired--shot,10605,0.254744752617,0.232142857143
killing-r-shielded,10605,0.2551102919,0.142857142857
another--hit,10605,0.255171334201,0.214285714286
caught up in--picks up,10605,0.25546456758,0.214285714286
attempted--hoping,10605,0.255872412316,0.214285714286
action-r-patrol,10605,0.255893545688,0.232142857143
take the stand--threatened,10605,0.255999121261,0.214285714286
erupted-r-falling,10605,0.256103249204,0.142857142857
falling-r-surrounded,10605,0.256103249204,0.142857142857
erupted-r-shows,10605,0.256103249204,0.142857142857
erupted--shows,10605,0.256103249204,0.142857142857
falling--gunfire,10605,0.256103249204,0.142857142857
erupted--falling,10605,0.256103249204,0.142857142857
capturing--watched,10605,0.256273012388,0.214285714286
attempted--charged,10605,0.256583368258,0.214285714286
attack--thwarting,10605,0.256670310695,0.232142857143
fleeing--leading,10605,0.256759195655,0.214285714286
trial-r-went on,10605,0.256937368748,0.214285714286
doing--yard work,10605,0.257026534515,0.142857142857
shooting-r-take,10605,0.257200085959,0.214285714286
collapses--grips,10605,0.257492488719,0.238095238095
charges-r-faces,10605,0.257872535231,0.238095238095
protests--riots,10605,0.257884488083,0.214285714286
hearing--murders,10605,0.258812512988,0.232142857143
concluded-r-weighed,10605,0.258908553449,0.214285714286
accused-r-murdering,10605,0.258959109462,0.183673469388
face--murder,10605,0.25926973099,0.190476190476
dui--previous dui arrest,10605,0.259286445021,0.142857142857
give--released,10605,0.259286445021,0.142857142857
booked into--give,10605,0.259286445021,0.142857142857
booked-r-on bail,10605,0.259304839192,0.183673469388
filing--weighs,10605,0.25940199326,0.142857142857
on bail-r-took,10605,0.25940199326,0.142857142857
dui--filing,10605,0.25940199326,0.142857142857
killed--violence,10605,0.25952650224,0.214285714286
arrests-r-thrashing,10605,0.259681846062,0.214285714286
murder-r-murder,10605,0.260229982685,0.272727272727
control-r-killed,10605,0.260301347309,0.214285714286
on probation--pulled over,10605,0.260744974557,0.142857142857
enter-r-penciled in,10605,0.260748006243,0.142857142857
penciled in--plea,10605,0.260748006243,0.142857142857
arrested--murder,10605,0.261105788987,0.185714285714
charged--showed,10605,0.261558069993,0.214285714286
avoid--lying,10605,0.261626313833,0.214285714286
gets--sentence,10605,0.261658617616,0.214285714286
assassination--this,10605,0.261687850432,0.285714285714
its--monitor,10605,0.261764037568,0.206349206349
creating-r-memorial,10605,0.262060710254,0.214285714286
drawn-r-intoxicated,10605,0.262488115628,0.238095238095
seriously--take,10605,0.262609899992,0.27731092437
considering--drunk - driving,10605,0.262682810205,0.142857142857
against--considering,10605,0.262682810205,0.142857142857
considering--misdemeanor,10605,0.262682810205,0.142857142857
considering-r-misdemeanor,10605,0.262682810205,0.142857142857
threatened-r-trial,10605,0.262744103515,0.1875
pointing--wounded,10605,0.262783477865,0.214285714286
charged--wounded,10605,0.262973487573,0.285714285714
crossfire-r-killed,10605,0.262998944182,0.220779220779
course--legal process,10605,0.263156926937,0.215639810427
convicted-r-trial,10605,0.263376040385,0.214285714286
shooting-r-wounded,10605,0.263540276061,0.285714285714
released-r-took,10605,0.263867147702,0.142857142857
released--took,10605,0.263867147702,0.142857142857
pending--took,10605,0.263867147702,0.142857142857
shootings-r-slaying,10605,0.263949189641,0.214285714286
armed-r-arrested,10605,0.264052741911,0.214285714286
faces-r-sentence,10605,0.264332220333,0.214285714286
investigation-r-loss,10605,0.264493252917,0.16
access-r-regain,10605,0.264602139406,0.214285714286
job--suspended,10605,0.264609058479,0.229166666667
called-r-screams,10605,0.264635944247,0.214285714286
convicted-r-rampage,10605,0.264651460348,0.214285714286
charge--facing,10605,0.264723222037,0.214285714286
dui--loss,10605,0.264764020524,0.209150326797
ordered-r-trial,10605,0.26480212421,0.214285714286
presented-r-wounding,10605,0.265038190306,0.142857142857
among--claimed the life,10605,0.265204093062,0.285714285714
bail-r-plea,10605,0.265327809466,0.309782608696
accused--escorted,10605,0.265328365726,0.214285714286
moment--watched,10605,0.265438033979,0.214285714286
case-r-investigate,10605,0.265499930808,0.214285714286
accused-r-threatened,10605,0.265554138786,0.214285714286
pulled over--time,10605,0.265850766742,0.214285714286
action-r-operation,10605,0.26589229899,0.232142857143
affect-r-deal with,10605,0.266070849975,0.251773049645
monitor--situation,10605,0.266425523239,0.240990990991
released-r-trial,10605,0.266700703061,0.183673469388
called to--found,10605,0.26722582499,0.214285714286
on bond--released,10605,0.267347321583,0.142857142857
booked into--drunken driving,10605,0.267347321583,0.142857142857
after--charged,10605,0.26757847864,0.214285714286
arrested--dui,10605,0.26782534694,0.243952180028
assault--murder,10605,0.267966854165,0.222413793103
caught-r-killed,10605,0.268451783652,0.285714285714
loss--prior,10605,0.268458910525,0.142857142857
arrest--prior,10605,0.268458910525,0.142857142857
arrest-r-prior,10605,0.268458910525,0.142857142857
rampage-r-shooting,10605,0.268479989624,0.214285714286
leaves-r-shooting,10605,0.268973994424,0.214285714286
execution-r-ordered,10605,0.269285943452,0.214285714286
accused--sprayed,10605,0.269425374632,0.214285714286
commit--duties,10605,0.269455645487,0.285714285714
injuring-r-murder,10605,0.270823442563,0.214285714286
arrested--chase,10605,0.270948752282,0.224489795918
fleeing-r-killing,10605,0.271134870642,0.214285714286
escorting--incident,10605,0.271357588653,0.214285714286
gunplay-r-played,10605,0.271500451321,0.214285714286
returned-r-wounding,10605,0.271686831905,0.214285714286
hit-r-thrown,10605,0.271734924855,0.285714285714
absence--penciled in,10605,0.272064293995,0.214285714286
found--murder,10605,0.272070776865,0.230952380952
accused--presented,10605,0.272152537442,0.214285714286
hoping--shot,10605,0.272187514334,0.214285714286
killing-r-made way,10605,0.27235532053,0.214285714286
tossing--ugly,10605,0.273144008676,0.214285714286
picked up--shootout,10605,0.273169163282,0.285714285714
given--refused,10605,0.273567734364,0.285714285714
claims--scared,10605,0.27364114029,0.214285714286
murders-r-visit,10605,0.273918058564,0.142857142857
shocked-r-visit,10605,0.273918058564,0.142857142857
shocked-r-studying,10605,0.273918058564,0.142857142857
shocked--visit,10605,0.273918058564,0.142857142857
shocked--studying,10605,0.273918058564,0.142857142857
memorial--ugly,10605,0.273968649428,0.214285714286
charged-r-hearing,10605,0.274268980706,0.253968253968
arrested--discovered,10605,0.274407814241,0.166666666667
charged--murder,10605,0.274475534351,0.259489528796
followed-r-throwing,10605,0.274729504821,0.285714285714
fleeing-r-shot,10605,0.274860542024,0.285714285714
shooting--suspected,10605,0.274884274201,0.262820512821
investigation--trial,10605,0.274994763154,0.214285714286
investigation--targeting,10605,0.275036299598,0.214285714286
stay-r-suspected,10605,0.275246183991,0.171428571429
dead--shooting,10605,0.275525321555,0.264705882353
charge--suffering,10605,0.275697226732,0.232142857143
assault--slaying,10605,0.275874981628,0.177631578947
job--passed,10605,0.275879346098,0.214285714286
frustration--mounting,10605,0.275918538865,0.214285714286
attempted--circumstances,10605,0.275936296104,0.214285714286
charged--taken place,10605,0.275946096366,0.214285714286
slit--tragedy,10605,0.276041449221,0.214285714286
absence--provisional,10605,0.276078657455,0.166666666667
barricaded-r-went down,10605,0.276349146344,0.214285714286
died-r-mean,10605,0.276518929857,0.285714285714
captured--trial,10605,0.276615332235,0.214285714286
case management-r-held,10605,0.277067977591,0.171428571429
course-r-run,10605,0.277110420984,0.221955128205
bail-r-hearing,10605,0.277190755082,0.214285714286
animal cruelty-r-distressed state,10605,0.277799764891,0.214285714286
deaths-r-murder,10605,0.277846533953,0.214285714286
locked up--pleaded,10605,0.278000884454,0.142857142857
locked up-r-pleaded,10605,0.278000884454,0.142857142857
accused--shootings,10605,0.278296695581,0.214285714286
shows--surrounded,10605,0.278326257191,0.357142857143
facing--suffering,10605,0.278439180049,0.214285714286
plagued-r-violence,10605,0.278550164309,0.214285714286
intent--kill,10605,0.278717240509,0.224489795918
protest--thrown,10605,0.278756168598,0.142857142857
asked-r-completed,10605,0.278770041812,0.214285714286
intended--targeted,10605,0.279029329097,0.285714285714
on probation-r-set,10605,0.279106834138,0.142857142857
prior dui--set,10605,0.279106834138,0.142857142857
charges--prior dui,10605,0.279106834138,0.142857142857
prior dui-r-set,10605,0.279106834138,0.142857142857
driving-r-set,10605,0.279106834138,0.142857142857
on probation--set,10605,0.279106834138,0.142857142857
legal process-r-run,10605,0.279164344316,0.2261208577
in connection--investigating,10605,0.279352669922,0.142857142857
reversal--wounding,10605,0.279391590956,0.214285714286
scared--threatened,10605,0.279399452031,0.285714285714
slaying--wounding,10605,0.279707697503,0.214285714286
attempted--guilty,10605,0.280265400264,0.214285714286
attack--patrols,10605,0.280725867917,0.253968253968
mounting--rampage,10605,0.281089967331,0.214285714286
conduct-r-protest,10605,0.281225058213,0.214285714286
charges--misdemeanor drunken - driving,10605,0.28126277237,0.214285714286
killing-r-murder,10605,0.281535515935,0.217948717949
shot--standing,10605,0.281644859567,0.285714285714
fired--job,10605,0.281966958565,0.253968253968
attempted--shot,10605,0.282185050799,0.285714285714
arrested-r-disposition,10605,0.282187022183,0.142857142857
disposition--on suspicion,10605,0.282187022183,0.142857142857
disposition--driving under the influence,10605,0.282187022183,0.142857142857
arrested--disposition,10605,0.282187022183,0.142857142857
dui-r-suspicion,10605,0.282239325819,0.224489795918
guilty--slay,10605,0.2823098506,0.285714285714
found--taken place,10605,0.282352896622,0.214285714286
caught--injured,10605,0.282399355841,0.214285714286
its--situation,10605,0.282462023796,0.246753246753
vigil-r-violence,10605,0.283272842825,0.285714285714
entered--plea,10605,0.283281523715,0.183673469388
killing--reversal,10605,0.283378026577,0.214285714286
battle-r-revealed,10605,0.283432038384,0.214285714286
drunk - driving-r-file,10605,0.283826274818,0.142857142857
against--file,10605,0.283826274818,0.142857142857
against-r-file,10605,0.283826274818,0.142857142857
take the stand--trial,10605,0.283896108926,0.142857142857
kill-r-take the stand,10605,0.283896108926,0.142857142857
hear--released,10605,0.283929800394,0.19696969697
await-r-death,10605,0.284017115461,0.214285714286
investigation--killed,10605,0.284459892147,0.183673469388
booked--pending,10605,0.284512981017,0.214285714286
investigation--made,10605,0.284605307523,0.214285714286
kill--scared,10605,0.284621711379,0.214285714286
first - degree assault--found,10605,0.284710782165,0.214285714286
released--under,10605,0.284713329733,0.171428571429
bought--killing,10605,0.284837386271,0.214285714286
animal cruelty-r-discovered,10605,0.285439348061,0.302158273381
suspended--wounded,10605,0.285474600187,0.220779220779
intended-r-wounded,10605,0.28568459625,0.285714285714
murder--shooting,10605,0.286213453685,0.236170212766
faces--second - degree murder,10605,0.28637525982,0.214285714286
chase--killing,10605,0.286377031696,0.285714285714
gunplay--played,10605,0.286616922009,0.214285714286
absence-r-provisional,10605,0.286860479357,0.171428571429
ambush--concluded,10605,0.286995317008,0.142857142857
escape--intercepted,10605,0.287164063066,0.285714285714
fired-r-shooting,10605,0.287249566844,0.233766233766
targeting-r-trial,10605,0.287367388319,0.285714285714
hit-r-protest,10605,0.287552188032,0.142857142857
chaotic--threw,10605,0.287969341855,0.214285714286
operation--patrol,10605,0.288516813411,0.193512304251
its-r-monitor,10605,0.288786892983,0.224489795918
administered--released,10605,0.289000433298,0.214285714286
grew-r-vigil,10605,0.289192570678,0.214285714286
dead-r-suspicion,10605,0.289324611316,0.285714285714
shoot-r-targeted,10605,0.28943948545,0.214285714286
file-r-misdemeanor drunken - driving,10605,0.28953090533,0.214285714286
absence-r-penciled in,10605,0.289587759936,0.214285714286
hearing--trial,10605,0.289647594284,0.214285714286
on suspicion-r-time,10605,0.289789483541,0.285714285714
murder--murder,10605,0.290007663202,0.276951672862
begged-r-suspected,10605,0.290040721011,0.214285714286
showed-r-trial,10605,0.290158667743,0.214285714286
on bail--taken,10605,0.290306884868,0.225490196078
after-r-intoxicated,10605,0.29043832474,0.282786885246
call-r-further comment,10605,0.290501940162,0.214285714286
course--run,10605,0.290983246267,0.27015503876
boasting--shooting,10605,0.291028245965,0.214285714286
called-r-occurred,10605,0.291111667217,0.214285714286
trial--violence,10605,0.291136283061,0.236363636364
beaten--faces,10605,0.291724724808,0.214285714286
grew--violence,10605,0.292091158596,0.214285714286
gunfire--shows,10605,0.292401110131,0.214285714286
showed--under,10605,0.292628378202,0.142857142857
showed-r-under,10605,0.292628378202,0.142857142857
begged--double murder,10605,0.292721780581,0.285714285714
face--trial,10605,0.292790134236,0.214285714286
crossfire-r-investigation,10605,0.292885173922,0.214285714286
gets-r-sentence,10605,0.293450259058,0.428571428571
driving under the influence--on suspicion,10605,0.293527768015,0.264462809917
entered-r-pleas,10605,0.293668876112,0.214285714286
charged--found,10605,0.29383774541,0.202205882353
arrest-r-used,10605,0.293908454957,0.214285714286
died--trying,10605,0.293925769501,0.214285714286
arrest--used,10605,0.294301365796,0.285714285714
sparked-r-struck,10605,0.294332948212,0.214285714286
hide-r-staggering,10605,0.294332948212,0.214285714286
guilty-r-wounded,10605,0.294558198672,0.214285714286
gunfire-r-seen,10605,0.294706151781,0.214285714286
gunfire-r-hide,10605,0.294706151781,0.214285714286
arrested--arrived,10605,0.294711084873,0.214285714286
looked forward to--proving,10605,0.294746282434,0.214285714286
gunned down-r-picking up,10605,0.295036899149,0.214285714286
capturing--picking up,10605,0.295036899149,0.214285714286
gunned down--picking up,10605,0.295036899149,0.214285714286
absence--plea,10605,0.295269793547,0.285714285714
crime-r-shooting,10605,0.295363900369,0.214285714286
dui-r-on suspicion,10605,0.295437876271,0.194805194805
arrested-r-fired,10605,0.295481992982,0.285714285714
lashing out-r-protest,10605,0.295661880288,0.214285714286
caught--killed,10605,0.295959341246,0.214285714286
happened--suspended,10605,0.296033070273,0.214285714286
considering--file,10605,0.296342891729,0.166666666667
died--shield,10605,0.296377577098,0.214285714286
shield--trying,10605,0.296377577098,0.214285714286
clashed-r-wounded,10605,0.296401312363,0.214285714286
death--parole,10605,0.296430922593,0.214285714286
dui-r-second,10605,0.296433835884,0.285714285714
dead--declared,10605,0.296478149057,0.214285714286
provisional--trial,10605,0.296497468313,0.253968253968
killing--made public,10605,0.296779812665,0.214285714286
attack-r-shot,10605,0.296946728959,0.238095238095
intoxicated--pulled over,10605,0.297188720408,0.171428571429
spraying--trial,10605,0.297296332217,0.214285714286
hostile--struggled,10605,0.297835898766,0.214285714286
mental health problems-r-pleaded,10605,0.298117975121,0.285714285714
charged-r-wounded,10605,0.298121474437,0.214285714286
on suspicion-r-speeding,10605,0.298125735986,0.185567010309
released-r-shootout,10605,0.298214328507,0.214285714286
released-r-taken,10605,0.298565049574,0.181818181818
charges-r-set,10605,0.298609138452,0.214285714286
facing--set,10605,0.298609138452,0.214285714286
foiled-r-piracy,10605,0.298842723381,0.291666666667
captures--unfolded,10605,0.299341919707,0.285714285714
in vain--pleaded,10605,0.2994669792,0.214285714286
mission--operation,10605,0.299866420914,0.252427184466
ordered-r-shootings,10605,0.300200482174,0.214285714286
made--statements,10605,0.300661416267,0.214285714286
falling-r-shows,10605,0.30084176181,0.214285714286
dui-r-on probation,10605,0.300869271746,0.214285714286
double murder--killing,10605,0.300893593427,0.183673469388
jury deliberations-r-underway,10605,0.300900546716,0.285714285714
instructed-r-on trial,10605,0.301385683886,0.214285714286
charged-r-death,10605,0.301410104035,0.183673469388
chase-r-job,10605,0.3014720701,0.214285714286
clashed--creating,10605,0.30148665128,0.214285714286
claimed the life-r-took place,10605,0.301558735767,0.214285714286
caught up in-r-dead,10605,0.301593145534,0.285714285714
anger--another,10605,0.301657564164,0.214285714286
killing-r-set,10605,0.301933479336,0.285714285714
plagues-r-trial,10605,0.301957984575,0.236363636364
angry--arrested,10605,0.302072221794,0.214285714286
duties--murder,10605,0.30275394386,0.205357142857
found--wounded,10605,0.30315081933,0.257142857143
breaks out-r-riot,10605,0.303168819192,0.238095238095
chaotic-r-threw,10605,0.303307159598,0.214285714286
gunfire-r-shows,10605,0.303349736193,0.214285714286
clashed-r-memorial,10605,0.303814214196,0.285714285714
accused--injuring,10605,0.304241032863,0.285714285714
led--worked,10605,0.304914702752,0.214285714286
killed--struggled,10605,0.305023717155,0.214285714286
found-r-returned,10605,0.305129013002,0.3
killing-r-leading,10605,0.305145681036,0.285714285714
booked into--on bail,10605,0.305302543986,0.224226804124
confessed-r-murder,10605,0.305331489803,0.214285714286
murder-r-suicide attempt,10605,0.305548310782,0.285714285714
arrested--investigation,10605,0.305956879221,0.22754491018
rampage--worked,10605,0.30649284022,0.285714285714
rescued-r-under control,10605,0.306545536285,0.214285714286
thwarted-r-under control,10605,0.306545536285,0.214285714286
relation--unnecessary,10605,0.306590077329,0.285714285714
accused--suspended,10605,0.306687728148,0.214285714286
murders-r-studying,10605,0.306944301187,0.214285714286
escorted-r-feuding,10605,0.307104281293,0.285714285714
charged--revealed,10605,0.307186807761,0.214285714286
attack--wounding,10605,0.307426038051,0.285714285714
monitor-r-run,10605,0.307496050339,0.280193236715
chase--leading,10605,0.307670841589,0.214285714286
absence--heard,10605,0.307825159623,0.224489795918
investigation-r-on probation,10605,0.308169532956,0.214285714286
charges-r-filing,10605,0.308305677436,0.214285714286
driving--on probation,10605,0.308546367172,0.285714285714
sentence--sentenced,10605,0.308652312047,0.214285714286
provided--unfolded,10605,0.30873556682,0.285714285714
arrested-r-suspected,10605,0.309016149082,0.215277777778
attack--chase,10605,0.309047416675,0.3
job-r-walked,10605,0.3095970051,0.349206349206
gathered--protest,10605,0.311043647273,0.285714285714
dui-r-investigation,10605,0.311105328943,0.275
entered--hearing,10605,0.31113361436,0.214285714286
intended-r-shoot,10605,0.311269307291,0.357142857143
splintered off--trashed,10605,0.311384073987,0.285714285714
charges--drunk - driving,10605,0.311468639758,0.214285714286
charged-r-showed,10605,0.311705014002,0.214285714286
murders--studying,10605,0.311870768898,0.214285714286
testimony-r-threatened,10605,0.311904060102,0.265060240964
murder-r-shielding,10605,0.312507576679,0.214285714286
melee-r-wounded,10605,0.312527193822,0.357142857143
arrested-r-charged,10605,0.312827655651,0.228571428571
animal cruelty-r-death,10605,0.31299650982,0.214285714286
killed--shooting,10605,0.313394644355,0.27619047619
commotion-r-safety,10605,0.313542162573,0.357142857143
occurred--plagued,10605,0.313974751495,0.285714285714
gunned down--watched,10605,0.314131634854,0.214285714286
arrested-r-charge,10605,0.314163545445,0.285714285714
killing--returned,10605,0.314446970149,0.253968253968
animal cruelty--discovered,10605,0.315133556546,0.214285714286
murder--shots,10605,0.315306567675,0.214285714286
face-r-shot,10605,0.315502842755,0.214285714286
kept-r-mental health problems,10605,0.31589517002,0.214285714286
guilty--second - degree murder,10605,0.316333256413,0.214285714286
sectioned-r-tragedy,10605,0.316396648455,0.214285714286
pulled over-r-time,10605,0.316476889436,0.285714285714
thwarting-r-under control,10605,0.316498113851,0.232142857143
knocked-r-shot,10605,0.316574002999,0.285714285714
collecting--hit,10605,0.316718966947,0.285714285714
absence--remanded,10605,0.316728511159,0.357142857143
mission--patrol,10605,0.316841579933,0.230392156863
against-r-considering,10605,0.316870759369,0.214285714286
spoke-r-surprised,10605,0.317173833093,0.285714285714
chaos--sounds,10605,0.317251881229,0.285714285714
hoping-r-shot,10605,0.317369898594,0.285714285714
executed--feuding,10605,0.317495077927,0.3
feuding--suspended,10605,0.317668817979,0.285714285714
killing--went on,10605,0.317683963278,0.214285714286
arrested-r-worked,10605,0.317850767562,0.285714285714
kill-r-threatened,10605,0.317909567517,0.285714285714
murder--shootings,10605,0.318035291748,0.314285714286
on bail--pending,10605,0.318286536723,0.214285714286
fired--wounding,10605,0.318359790888,0.253968253968
absence-r-risk,10605,0.31837059676,0.214285714286
action-r-executed,10605,0.318373345208,0.214285714286
set-r-trial,10605,0.31866154044,0.261174242424
killing-r-purpose,10605,0.318679831835,0.285714285714
killed-r-lying,10605,0.318807327929,0.285714285714
sectioned-r-slit,10605,0.319210566918,0.214285714286
case--warrants,10605,0.319242467106,0.214285714286
allegations--dui,10605,0.319284524981,0.214285714286
shielded--shoot,10605,0.319310012218,0.214285714286
capturing-r-foiled,10605,0.319543142223,0.342857142857
absence--set,10605,0.319632761082,0.256
ambush--warrants,10605,0.319666880087,0.214285714286
charged--gunplay,10605,0.319699238346,0.214285714286
legal process--situation,10605,0.319915838134,0.237288135593
injured--killed,10605,0.320048518708,0.214285714286
charged--convicted,10605,0.320102333501,0.285714285714
armed--arrested,10605,0.320293273862,0.285714285714
job--shot,10605,0.320391969944,0.357142857143
held-r-plea,10605,0.320859731061,0.224489795918
accused--handed down,10605,0.3212999254,0.357142857143
confesses--shooting,10605,0.321339282942,0.285714285714
shooting--suspended,10605,0.321572484904,0.224489795918
made clear--take the stand,10605,0.321703622213,0.357142857143
event-r-unfolded,10605,0.321734733907,0.214285714286
facing-r-set,10605,0.321756042015,0.214285714286
arrest-r-on suspicion,10605,0.321839918957,0.285714285714
killing--shown,10605,0.321886364229,0.214285714286
reversal-r-wounding,10605,0.322266610836,0.214285714286
hearing-r-took place,10605,0.322310719559,0.285714285714
event--unfolded,10605,0.322313977675,0.214285714286
questioned-r-suspicion,10605,0.322351661381,0.214285714286
charged-r-injuring,10605,0.322535404894,0.285714285714
fired-r-returned,10605,0.322654594504,0.214285714286
scared--scheduled,10605,0.322898261271,0.214285714286
fired--opened fire,10605,0.32312204663,0.285714285714
opened fire--taken into custody,10605,0.323831866451,0.285714285714
accused--testimony,10605,0.323921049915,0.214285714286
studying-r-visit,10605,0.324145442665,0.214285714286
case management-r-hearing,10605,0.324177950477,0.224489795918
escorted-r-suspended,10605,0.324815884262,0.265306122449
beef--which,10605,0.324827201067,0.285714285714
arrested--suspicion,10605,0.325119515444,0.228846153846
involved--scrutiny,10605,0.32518033823,0.285714285714
hide--seen,10605,0.325237020251,0.285714285714
guilty--shootings,10605,0.325474664203,0.285714285714
fatally struck-r-fell,10605,0.325600213469,0.285714285714
feuding--found,10605,0.325774938902,0.253968253968
attack--foils,10605,0.325831492339,0.350649350649
accused-r-made public,10605,0.32595935578,0.357142857143
letting off--shots,10605,0.32708071797,0.285714285714
considering-r-file,10605,0.32720705262,0.183673469388
accused--delayed,10605,0.327628760229,0.285714285714
assault--kill,10605,0.327696938209,0.285714285714
deployed-r-piracy,10605,0.327708726303,0.224489795918
