index,output.relations_lemma,aqs,aqs_initial
cower--find,10605,0.0252928211262,0.0714285714286
convict--show,10605,0.0254551818597,0.0714285714286
control-r-hostile,10605,0.0258510675453,0.0714285714286
chase--fire,10605,0.0260874346188,0.0285714285714
drunk - drive-r-misdemeanor,10605,0.0267049499512,0.0714285714286
assault--shooting,10605,0.0273362093123,0.0714285714286
find--shot,10605,0.0275917277466,0.0714285714286
gunfire-r-watch,10605,0.0282649824468,0.0714285714286
pointed-r-shot,10605,0.0284406336295,0.0357142857143
reveal--violation,10605,0.0290352801949,0.142857142857
intent-r-shooting,10605,0.0298784258143,0.051724137931
kill--pass,10605,0.0300039481239,0.0714285714286
battle--rioting,10605,0.0301967349875,0.0714285714286
sack-r-shoot,10605,0.0302863568543,0.0714285714286
escape-r-nab,10605,0.0304363210954,0.142857142857
assault-r-find,10605,0.0335110899702,0.047619047619
erupt--violation,10605,0.0337900687653,0.0714285714286
confiscate--transit,10605,0.0345569930339,0.047619047619
harm-r-lock up,10605,0.03460552339,0.0714285714286
burst out-r-interview,10605,0.0346587392642,0.0714285714286
kill-r-powder keg,10605,0.0352283464141,0.142857142857
kill-r-statement,10605,0.0363412583548,0.0714285714286
attempt--avoid,10605,0.0368381666535,0.0714285714286
arrival--declare,10605,0.036863759153,0.0714285714286
shot-r-shot,10605,0.0371005981982,0.0714285714286
shot--shot,10605,0.0371005981982,0.0714285714286
conduct--operation,10605,0.0371257181113,0.114285714286
death-r-seek,10605,0.0371510887166,0.0714285714286
cover--testify,10605,0.0375382711223,0.0714285714286
knock-r-occur,10605,0.0375393001972,0.0714285714286
death--shot,10605,0.0375437113469,0.0857142857143
burglary-r-kill,10605,0.038151256104,0.0714285714286
hear--hearing,10605,0.0381971509852,0.0760869565217
assault in the first degree-r-convict,10605,0.0385276737416,0.0714285714286
injure--suspend,10605,0.0388603279566,0.0714285714286
death-r-protest,10605,0.03914025035,0.0714285714286
arrest-r-latest,10605,0.0394427774832,0.0714285714286
approach--escort,10605,0.0399456193421,0.142857142857
burst out-r-fire,10605,0.0400829874496,0.0714285714286
emotion-r-show,10605,0.0401084871681,0.0714285714286
drive under the influence-r-suspicion,10605,0.040365682572,0.0714285714286
commotion--safety,10605,0.0407303648873,0.0714285714286
arrival-r-dead,10605,0.04109633094,0.0714285714286
hear--statement,10605,0.0412269973275,0.0714285714286
kill--on duty,10605,0.0412371600519,0.142857142857
ambush-r-case,10605,0.0414887719708,0.0714285714286
convict-r-execution,10605,0.0418906463008,0.0714285714286
murder-r-search,10605,0.0418924237757,0.0714285714286
go-r-spree,10605,0.0419087209129,0.0714285714286
kill--work,10605,0.042183907379,0.047619047619
death--hearing,10605,0.042708720327,0.0714285714286
lawsuit--reveal,10605,0.0432069483182,0.0714285714286
ask--shooting,10605,0.0438362372364,0.0714285714286
hostile--vigil,10605,0.0439360326006,0.0714285714286
shot--work,10605,0.0440268646088,0.107142857143
arrest--commit,10605,0.0441653116584,0.0714285714286
beef--belong to,10605,0.0442395541604,0.0714285714286
reveal-r-violation,10605,0.0445689245339,0.0714285714286
find--use,10605,0.0449656745603,0.0714285714286
application-r-bail,10605,0.0457003964734,0.047619047619
commit-r-kill,10605,0.0459814755133,0.0714285714286
drunk driving-r-play - off game,10605,0.0460821873537,0.0714285714286
ambush--life,10605,0.0465724679957,0.0714285714286
dead-r-rush,10605,0.0468817489278,0.0714285714286
pitch--shooting,10605,0.0469521178216,0.0714285714286
reveal-r-shooting,10605,0.0473574268786,0.047619047619
beef-r-trial,10605,0.0477548960185,0.0714285714286
capture-r-piracy,10605,0.0480403740445,0.0714285714286
arrest--thrashing,10605,0.0480826852027,0.0714285714286
melee-r-turn,10605,0.0480826852027,0.0714285714286
duty-r-use,10605,0.0487567977119,0.0714285714286
patrol-r-under control,10605,0.0489592976177,0.047619047619
fire-r-work,10605,0.0491751191494,0.0714285714286
convict--dead,10605,0.0492598684215,0.0714285714286
shoot--target,10605,0.0492644936464,0.0714285714286
come-r-scream,10605,0.0493899053811,0.0714285714286
fear--in vain,10605,0.0494948318209,0.0714285714286
kill-r-schedule,10605,0.0495114217038,0.0714285714286
circumstance--duty,10605,0.0497157675973,0.0714285714286
arrest--lie,10605,0.0498540642587,0.0714285714286
shot-r-work,10605,0.0501301879071,0.047619047619
convict-r-emotion,10605,0.0502515077644,0.0714285714286
fire-r-make way,10605,0.0511986077171,0.0714285714286
shooting-r-suspect,10605,0.0512161825851,0.051724137931
enraged-r-rioting,10605,0.0528901831879,0.0714285714286
kill--purpose,10605,0.0534213536728,0.0714285714286
death-r-warrant,10605,0.0542534401764,0.0714285714286
arrest-r-shot,10605,0.0544269443533,0.0714285714286
occur-r-shooting,10605,0.0549756756476,0.0357142857143
gun down--shot,10605,0.0550196422511,0.0714285714286
shot-r-suspicion,10605,0.055028328781,0.0714285714286
do--shot,10605,0.0551543151247,0.0714285714286
action--mission,10605,0.055500132296,0.0714285714286
conduct--mission,10605,0.0555873066413,0.047619047619
thwart--under control,10605,0.0556546905972,0.047619047619
join--vigil,10605,0.0559631293288,0.0714285714286
hear--scream,10605,0.0564022536227,0.0714285714286
reveal-r-rioting,10605,0.0564760299173,0.142857142857
find-r-that,10605,0.0565277035046,0.0714285714286
create-r-turn,10605,0.0570450078684,0.0714285714286
see-r-throw,10605,0.0575429932144,0.0714285714286
draw-r-pull over,10605,0.0577376484975,0.047619047619
determine-r-shooting,10605,0.0582755394259,0.0714285714286
parole--warrant,10605,0.0585798715852,0.142857142857
kill--wait,10605,0.0589551291212,0.0714285714286
escort--suspend,10605,0.0595417892769,0.047619047619
find-r-second - degree murder,10605,0.0596290296573,0.0714285714286
trial--wound,10605,0.0596823072823,0.0714285714286
murder-r-wait,10605,0.0596827258334,0.0854700854701
emotion-r-trial,10605,0.0598870514438,0.0714285714286
fire--lose,10605,0.0600503095434,0.0714285714286
harm-r-in vain,10605,0.0602991214773,0.0714285714286
ambush-r-conclude,10605,0.0605172458635,0.0714285714286
confront--go down,10605,0.0608310813913,0.0714285714286
attempt--piracy,10605,0.0610326202441,0.0705128205128
intoxicate-r-speeding,10605,0.0614194717367,0.142857142857
protest-r-violence,10605,0.0614998264881,0.0714285714286
break away--kill,10605,0.0615008347899,0.0714285714286
clash--wound,10605,0.0620734153204,0.142857142857
assault-r-slaying,10605,0.0621523774119,0.047619047619
mar--protest,10605,0.062259209376,0.0714285714286
shooting--which,10605,0.0624458242186,0.0714285714286
hearing--wave,10605,0.0627232209617,0.0714285714286
dead-r-thought,10605,0.0627414182737,0.0714285714286
q & a--shooting,10605,0.0628194606543,0.0714285714286
dead--sound,10605,0.0630621326232,0.0714285714286
intervene-r-join,10605,0.0633781562647,0.142857142857
ugly-r-wound,10605,0.0640678115182,0.0714285714286
guilty--slaying,10605,0.0646237181197,0.047619047619
hide--run,10605,0.0648442723983,0.0714285714286
attempt--shooting,10605,0.0657158026519,0.0714285714286
release-r-statement,10605,0.0658092990083,0.0714285714286
assault-r-burglary,10605,0.066067716526,0.0714285714286
piracy-r-thwart,10605,0.0661923988643,0.0714285714286
shot-r-vigil,10605,0.0663466925141,0.0357142857143
death--kill,10605,0.0665162736604,0.047619047619
confess--try,10605,0.066866799838,0.0714285714286
parole-r-weigh,10605,0.0671120271624,0.0714285714286
arrest-r-lie,10605,0.067139013946,0.0714285714286
point--turn,10605,0.0676219063251,0.0714285714286
point-r-wound,10605,0.0676659150858,0.0714285714286
attempt--convict,10605,0.0676933121877,0.0714285714286
confiscate--patrolling,10605,0.0677721402483,0.0714285714286
control-r-struggle,10605,0.0679653035455,0.047619047619
grow--march,10605,0.0679900173011,0.0714285714286
regain-r-shot,10605,0.0681307517936,0.0714285714286
march--vigil,10605,0.068383279602,0.0714285714286
melee--toss,10605,0.0684749129051,0.142857142857
foiled--intercept,10605,0.0685520390667,0.142857142857
arrest--consider,10605,0.068586909625,0.0714285714286
fear-r-in vain,10605,0.0686086907235,0.0714285714286
face--shot,10605,0.0689333574945,0.0714285714286
among-r-arrest,10605,0.0690854761105,0.0714285714286
hit--throw,10605,0.0694779894908,0.0714285714286
schedule-r-threaten,10605,0.0696441291373,0.0714285714286
detect-r-escort,10605,0.069827379342,0.0714285714286
declare-r-rush,10605,0.0702356717001,0.0714285714286
join-r-shot,10605,0.0705754851403,0.0714285714286
follow-r-see,10605,0.0706413644418,0.0714285714286
find--perform,10605,0.0708372444216,0.0714285714286
perform-r-use,10605,0.0708372444216,0.0714285714286
kill--persist,10605,0.07083872843,0.0714285714286
open fire--pointed,10605,0.0712302829535,0.142857142857
hope-r-murder,10605,0.0713544327284,0.0714285714286
assault in the first degree-r-second - degree murder,10605,0.0714797816227,0.0714285714286
barricade--shot,10605,0.0718111998156,0.047619047619
shot-r-go down,10605,0.0718111998156,0.047619047619
out of the way--push,10605,0.0718729014787,0.0714285714286
catch--dead,10605,0.0721040221864,0.0714285714286
catch--shooting,10605,0.0721040221864,0.0714285714286
release--statement,10605,0.0722750118796,0.0714285714286
accuse-r-charge,10605,0.0725299053579,0.047619047619
fatally strike-r-moment,10605,0.0725792503781,0.0714285714286
anger--kill,10605,0.0726794639746,0.0714285714286
escort-r-find,10605,0.07284049178,0.0714285714286
cover--hear,10605,0.0728707807651,0.142857142857
deploy--under control,10605,0.0730488247178,0.0952380952381
shot-r-trial,10605,0.0731605917563,0.0636363636364
break away--control,10605,0.0731832010512,0.047619047619
beef-r-target,10605,0.0736248214986,0.142857142857
boast-r-death,10605,0.0737812164872,0.0714285714286
spark--which,10605,0.0743167446831,0.0714285714286
convict--murder,10605,0.0744517606673,0.135338345865
that-r-wound,10605,0.074503155067,0.0714285714286
decline--interview,10605,0.0747266748504,0.0714285714286
break out--riot,10605,0.0750485404719,0.0714285714286
death--delay,10605,0.0751553903493,0.0714285714286
conduct--patrol,10605,0.0759011780552,0.0714285714286
involve--shooting,10605,0.0759469354588,0.0714285714286
avoid-r-duty,10605,0.0760609093039,0.0714285714286
arraignment-r-kill,10605,0.0762114107212,0.0714285714286
break out-r-safety,10605,0.0763099965998,0.0714285714286
investigation--shot,10605,0.0769130658893,0.142857142857
parole--slaying,10605,0.0769284203685,0.0714285714286
attack--shooting,10605,0.0769586305198,0.107142857143
job-r-work,10605,0.0770023215008,0.0714285714286
arraignment--kill,10605,0.0770480278193,0.0714285714286
fan out--speak,10605,0.0772692115347,0.0714285714286
fan out--surprised,10605,0.0772692115347,0.0714285714286
arrest-r-wait,10605,0.0774253884581,0.0714285714286
ask-r-boast,10605,0.0777361820085,0.0714285714286
guilty-r-hand down,10605,0.0778506620251,0.0714285714286
break out--vigil,10605,0.0779356716438,0.0714285714286
approach-r-kill,10605,0.0779544244865,0.142857142857
sentence--transfer,10605,0.0786496107198,0.0714285714286
consider-r-murder,10605,0.0787354136397,0.0714285714286
plea--schedule,10605,0.0788324783898,0.0714285714286
chase--flee,10605,0.0789195329606,0.0714285714286
arrest-r-avoid,10605,0.0789802677575,0.142857142857
discover-r-distressed state,10605,0.0792795357362,0.0714285714286
attack-r-foil,10605,0.0793901380229,0.047619047619
look-r-search,10605,0.0797576803268,0.0714285714286
anger-r-vigil,10605,0.0798480134084,0.0625
death--warrant,10605,0.0800201554936,0.0714285714286
find--possession,10605,0.0800513324695,0.0714285714286
look-r-shot,10605,0.0803177023821,0.166666666667
erupt-r-kill,10605,0.0813228933595,0.107142857143
boast--review,10605,0.0813759757876,0.0714285714286
conclude-r-dead,10605,0.081794909538,0.142857142857
fan out-r-in search,10605,0.0818020154819,0.0714285714286
die--murder,10605,0.0825570732552,0.0714285714286
interview--request,10605,0.082826718624,0.0714285714286
admit--wound,10605,0.0828500975954,0.0714285714286
mourn-r-treatment,10605,0.0829241407892,0.0714285714286
arrest--circumstance,10605,0.0831013682544,0.142857142857
fire-r-walk,10605,0.0831116576276,0.102040816327
hope--look,10605,0.0832984841289,0.142857142857
fire-r-mean,10605,0.0833696691246,0.0714285714286
culminate-r-mount,10605,0.0835087630739,0.0714285714286
action--execute,10605,0.0835445507929,0.0714285714286
on escort duty--transit,10605,0.0840130441014,0.0714285714286
attack--suspect,10605,0.0840546384816,0.0714285714286
consider--hope,10605,0.0842065118516,0.0714285714286
accuse--double murder,10605,0.0843767886134,0.0714285714286
arrest--mar,10605,0.0845122802187,0.0714285714286
arrest-r-look,10605,0.0847839354079,0.0714285714286
hearing-r-wave,10605,0.0851242485197,0.0714285714286
death-r-riot,10605,0.085418880097,0.0357142857143
foil--piracy,10605,0.0858042374919,0.0714285714286
appear--shot,10605,0.0861057384455,0.0714285714286
q & a--review,10605,0.0862611745418,0.0714285714286
arrest-r-duty,10605,0.0863225181132,0.0714285714286
enter-r-open fire,10605,0.0864052038533,0.0714285714286
reveal--shooting,10605,0.0868103437814,0.114285714286
ambush-r-slaying,10605,0.0868423545094,0.0714285714286
confiscate-r-pirate,10605,0.0870324453785,0.0714285714286
job--open fire,10605,0.0870756245542,0.107142857143
furious-r-vigil,10605,0.0871759341039,0.0714285714286
grow-r-protest,10605,0.0873796281221,0.142857142857
erupt-r-surround,10605,0.0875868935617,0.0714285714286
follow--look,10605,0.087992325322,0.0714285714286
charge--distressed state,10605,0.0885295896175,0.142857142857
arrest--conduct,10605,0.0888710680908,0.0714285714286
attack-r-patrolling,10605,0.0888952941364,0.0714285714286
find-r-suspend,10605,0.0889454028995,0.047619047619
piracy--under control,10605,0.0891617706626,0.047619047619
conduct-r-shooting,10605,0.0900183230194,0.0714285714286
attack-r-kill,10605,0.0900793005429,0.0714285714286
deal with--sport,10605,0.0902083255488,0.047619047619
fire-r-go,10605,0.0902547696946,0.0714285714286
fire--go,10605,0.0902547696946,0.0714285714286
attack-r-under control,10605,0.0903560882511,0.107142857143
escape-r-intercept,10605,0.0904506384658,0.0714285714286
draw-r-trash,10605,0.0906026689541,0.0714285714286
injury--murder,10605,0.0908042969179,0.0714285714286
leaf--shooting,10605,0.0908453152642,0.0714285714286
dead--hurt,10605,0.0908453152642,0.0714285714286
dead-r-hurt,10605,0.0908453152642,0.0714285714286
hurt-r-leaf,10605,0.0908453152642,0.0714285714286
hurt--leaf,10605,0.0908453152642,0.0714285714286
grip--out of the way,10605,0.0908460535052,0.0714285714286
lead--walk,10605,0.0909981755387,0.0714285714286
lead-r-walk,10605,0.0909981755387,0.0714285714286
spray-r-go on,10605,0.091078045934,0.0714285714286
kill--schedule,10605,0.0913703412364,0.0714285714286
collapse-r-out of the way,10605,0.0915013833705,0.0714285714286
course--monitor,10605,0.0917613042159,0.0612244897959
avoid--circumstance,10605,0.0918342999003,0.0714285714286
go-r-shooting,10605,0.0921582819641,0.0714285714286
claim--testimony,10605,0.0924218326503,0.0714285714286
attack-r-on escort duty,10605,0.0927931823753,0.0714285714286
hide-r-run,10605,0.0931180634515,0.0714285714286
among--arrest,10605,0.0932517544168,0.0714285714286
dead-r-wound,10605,0.093254801306,0.0714285714286
toss-r-ugly,10605,0.0935526108804,0.0714285714286
fuel-r-riot,10605,0.0941379250875,0.0714285714286
bash-r-fuel,10605,0.0941379250875,0.0714285714286
review-r-shooting,10605,0.0942372428166,0.0714285714286
confiscate-r-transit,10605,0.0943436625206,0.047619047619
action--escape,10605,0.0944711667355,0.285714285714
dui-r-face,10605,0.0945779323501,0.0714285714286
make way-r-walk,10605,0.0946313893837,0.0714285714286
purpose--walk,10605,0.0946313893837,0.0714285714286
case-r-murder,10605,0.0948817703223,0.0714285714286
its--legal process,10605,0.0957376432618,0.0526315789474
appeal--sentence,10605,0.0964072674703,0.047619047619
confiscate--thwart,10605,0.096577290794,0.0714285714286
circumstance-r-kill,10605,0.0970540435739,0.0714285714286
march-r-search,10605,0.0970699654272,0.214285714286
accuse-r-go on,10605,0.0971991283871,0.0714285714286
accuse--attack,10605,0.0974012757319,0.0714285714286
attempt-r-shooting,10605,0.0975201941654,0.0714285714286
break away-r-control,10605,0.0977115919268,0.0714285714286
hand down-r-murder,10605,0.0980714655684,0.0714285714286
involve-r-shooting,10605,0.0981153172132,0.0714285714286
escort--occur,10605,0.0982423960712,0.142857142857
memorial-r-toss,10605,0.0983886590646,0.0714285714286
injury--return,10605,0.0985603123064,0.0714285714286
fire--purpose,10605,0.0985916047857,0.0714285714286
case--parole,10605,0.0987550667694,0.142857142857
attack-r-shooting,10605,0.0994738937423,0.107142857143
access--wave,10605,0.0995446233699,0.0714285714286
burst out-r-shot,10605,0.0995861992799,0.0714285714286
collect-r-hit,10605,0.0998052545624,0.0714285714286
aim-r-collect,10605,0.0998052545624,0.0714285714286
death-r-have,10605,0.0998183567563,0.0714285714286
have--riot,10605,0.0998183567563,0.0714285714286
have--shot,10605,0.0998183567563,0.0714285714286
hearing-r-hold,10605,0.0999188958715,0.0714285714286
laugh-r-put,10605,0.0999567303687,0.0714285714286
struggle-r-vigil,10605,0.0999960606492,0.047619047619
apprehend--hide,10605,0.100155432202,0.0714285714286
create-r-wound,10605,0.100170124856,0.0714285714286
its--run,10605,0.1001789693,0.0444444444444
melee-r-ugly,10605,0.100429198395,0.0714285714286
conduct-r-thrashing,10605,0.100429198395,0.0714285714286
assault-r-assault,10605,0.1006813666,0.0714285714286
assault--assault,10605,0.1006813666,0.0714285714286
intent-r-kill,10605,0.100709732041,0.0714285714286
charge--injure,10605,0.100818010705,0.0714285714286
harm-r-try,10605,0.100842219395,0.0714285714286
left--try,10605,0.10086257382,0.142857142857
accuse-r-guilty,10605,0.101178470436,0.0714285714286
clash-r-pitch,10605,0.101232437962,0.142857142857
affect--sport,10605,0.101274368609,0.0714285714286
job--shooting,10605,0.101303719058,0.0714285714286
buy--job,10605,0.101303719058,0.0714285714286
buy--lose,10605,0.101303719058,0.0714285714286
job-r-shooting,10605,0.101303719058,0.0714285714286
happen--work,10605,0.101303719058,0.0714285714286
buy--wound,10605,0.101303719058,0.0714285714286
buy-r-wound,10605,0.101303719058,0.0714285714286
happen-r-work,10605,0.101303719058,0.0714285714286
buy-r-job,10605,0.101303719058,0.0714285714286
catch-r-follow - up,10605,0.101370738186,0.142857142857
conclude--parole,10605,0.101606007905,0.142857142857
arrest-r-under,10605,0.101789561579,0.0714285714286
flee--job,10605,0.102069387702,0.0714285714286
flee-r-job,10605,0.102069387702,0.0714285714286
accuse-r-injure,10605,0.102156399439,0.0714285714286
accuse-r-present,10605,0.102505519104,0.0714285714286
attempt-r-lie,10605,0.102671399513,0.0714285714286
protect-r-try,10605,0.102727377992,0.0714285714286
guilty--that,10605,0.102752128708,0.0714285714286
consider--look,10605,0.103086102026,0.142857142857
protest--shooting,10605,0.103307649659,0.142857142857
identify-r-involve,10605,0.10332615006,0.0714285714286
interview-r-request,10605,0.103468401951,0.0714285714286
attempt-r-shot,10605,0.103479172525,0.0714285714286
assault--shot,10605,0.10374286686,0.0714285714286
deploy-r-patrol,10605,0.103746772159,0.11
open fire--shift,10605,0.103784485444,0.0714285714286
shift-r-seek out,10605,0.103784485444,0.0714285714286
barricade-r-shot,10605,0.104038530702,0.0714285714286
fire--interview,10605,0.10416621224,0.0714285714286
find-r-slaying,10605,0.104212803017,0.047619047619
disappointing--statement,10605,0.104365493227,0.0714285714286
knock--report,10605,0.104477382978,0.142857142857
crossfire-r-trial,10605,0.104516056376,0.107142857143
dui-r-time,10605,0.10461262246,0.0714285714286
dui--time,10605,0.10461262246,0.0714285714286
bail--enter,10605,0.104650946846,0.0714285714286
escort--find,10605,0.104894337053,0.107142857143
happen-r-incident,10605,0.104914460148,0.142857142857
collapse--out of the way,10605,0.105120139842,0.142857142857
erupt--protest,10605,0.105219274501,0.0714285714286
claim-r-open fire,10605,0.105386704231,0.0714285714286
toss--turn,10605,0.105506846932,0.0714285714286
confront-r-go down,10605,0.105765935872,0.0714285714286
