index,output.relations_lemma,aqs,aqs_initial
pick up--shot,10605,0.240847679015,0.214285714286
attack--deploy,10605,0.240922129758,0.232142857143
face - off-r-pin down,10605,0.241630286239,0.357142857143
chaos-r-vigil,10605,0.241654326552,0.214285714286
murder--suicide attempt,10605,0.241677705576,0.142857142857
appear--before,10605,0.24192147684,0.142857142857
before-r-charge,10605,0.24192147684,0.142857142857
pencil in--trial,10605,0.24209475775,0.214285714286
shield--shot,10605,0.242162559726,0.214285714286
escort--wave,10605,0.242298756622,0.214285714286
dead--identification,10605,0.242355172088,0.142857142857
beef--spark,10605,0.242504784111,0.214285714286
on suspicion-r-pull over,10605,0.242721270031,0.170731707317
order-r-sentence,10605,0.242909726231,0.214285714286
charge--show,10605,0.243304349526,0.183673469388
arrest--distressed state,10605,0.243643772918,0.142857142857
anger-r-fuel,10605,0.243751901548,0.214285714286
murder--take care of,10605,0.243824275269,0.142857142857
bid-r-escort,10605,0.243830740724,0.214285714286
enter-r-trial,10605,0.243957624187,0.214285714286
job-r-wound,10605,0.243972178662,0.214285714286
ask-r-death,10605,0.244143635749,0.142857142857
harm--keep,10605,0.244472316831,0.214285714286
capture-r-event,10605,0.244934877994,0.142857142857
capture--provide,10605,0.244934877994,0.142857142857
capture-r-provide,10605,0.244934877994,0.142857142857
administer-r-arrest,10605,0.244983560234,0.142857142857
death--fuel,10605,0.245326277675,0.214285714286
double murder-r-trial,10605,0.245459074189,0.166666666667
case--death,10605,0.246115782557,0.142857142857
ricochet-r-strike,10605,0.246142513917,0.214285714286
break away-r-furious,10605,0.246606108065,0.214285714286
create--melee,10605,0.246846999512,0.214285714286
open fire-r-wound,10605,0.246891955875,0.285714285714
charge--penalty,10605,0.246933492696,0.142857142857
animal cruelty-r-announce,10605,0.24695272442,0.214285714286
press up-r-safety,10605,0.246961174304,0.214285714286
allow--section,10605,0.24703755494,0.142857142857
affect--in sport,10605,0.247677595714,0.142857142857
in sport-r-receive,10605,0.247677595714,0.142857142857
job-r-shot,10605,0.247797469764,0.214285714286
chase--lead,10605,0.247826217647,0.166666666667
mission-r-operation,10605,0.247945997058,0.215789473684
arrest--dui,10605,0.248206600718,0.226149968494
break out-r-shot,10605,0.248211904238,0.184210526316
job--return,10605,0.248234880899,0.171428571429
await-r-drive under the influence,10605,0.24850849706,0.142857142857
shooting-r-work,10605,0.248639494907,0.220779220779
appear-r-danger,10605,0.248896608088,0.214285714286
in vain--keep,10605,0.248971627056,0.142857142857
injure--kill,10605,0.249282646152,0.169934640523
die--try,10605,0.249465355474,0.183673469388
control-r-furious,10605,0.249601198143,0.214285714286
charge--murder,10605,0.249712442719,0.239945302445
admit-r-statement,10605,0.250085051519,0.285714285714
toss-r-turn,10605,0.250099512433,0.285714285714
on trial--take care of,10605,0.250345219888,0.142857142857
attempt--hope,10605,0.250440843848,0.214285714286
anger--mar,10605,0.250566943984,0.214285714286
kill--shootout,10605,0.251153981541,0.142857142857
capture--release,10605,0.251153981541,0.142857142857
capture-r-release,10605,0.251153981541,0.142857142857
ask--hearing,10605,0.251563433249,0.142857142857
further-r-investigate,10605,0.251587625266,0.107142857143
suffer-r-unnecessary,10605,0.251631750822,0.232142857143
against-r-misdemeanor,10605,0.251921658392,0.214285714286
deal with-r-sport,10605,0.251943395998,0.166666666667
assault-r-shooting,10605,0.252080351836,0.238095238095
slaying--weigh,10605,0.252143658303,0.214285714286
guilty-r-target,10605,0.252290368189,0.214285714286
testimony--trial,10605,0.252362953395,0.234234234234
approach--detect,10605,0.253072351475,0.285714285714
dead--shot,10605,0.253076971934,0.166666666667
filing-r-weigh,10605,0.2533768616,0.142857142857
kill-r-shield,10605,0.253811238451,0.142857142857
trial-r-go on,10605,0.253898293621,0.214285714286
gunplay--trial,10605,0.253974417692,0.214285714286
catch up in--pick up,10605,0.254099762308,0.214285714286
capture--watch,10605,0.25430686131,0.214285714286
fire-r-kill,10605,0.254471338055,0.264285714286
erupt--fall,10605,0.254613808965,0.142857142857
erupt--show,10605,0.254613808965,0.142857142857
erupt-r-fall,10605,0.254613808965,0.142857142857
erupt-r-show,10605,0.254613808965,0.142857142857
fall-r-surround,10605,0.254613808965,0.142857142857
beef--target,10605,0.254753713459,0.214285714286
do--yard work,10605,0.254928730159,0.142857142857
slaying--target,10605,0.255143612056,0.285714285714
another--hit,10605,0.255620277297,0.214285714286
action-r-patrol,10605,0.255688263819,0.232142857143
show-r-under,10605,0.256216139008,0.142857142857
die--shield,10605,0.256583809099,0.183673469388
shot--go down,10605,0.256800676596,0.238095238095
attempt--charge,10605,0.256884472506,0.214285714286
face--murder,10605,0.257082263697,0.190476190476
assassination--this,10605,0.257873192079,0.285714285714
collapse--grip,10605,0.257898005975,0.238095238095
flee--lead,10605,0.257943467944,0.214285714286
take the stand--threaten,10605,0.258612165453,0.214285714286
pencil in--plea,10605,0.258798059049,0.142857142857
enter-r-pencil in,10605,0.258798059049,0.142857142857
arrest-r-thrashing,10605,0.258942912412,0.214285714286
crossfire-r-kill,10605,0.259114837465,0.220779220779
kill--violence,10605,0.259124180635,0.214285714286
hearing--murder,10605,0.259198942466,0.232142857143
on probation--pull over,10605,0.259295936226,0.142857142857
murder-r-murder,10605,0.259310970054,0.272727272727
avoid--lie,10605,0.259472353833,0.214285714286
book into--give,10605,0.259530140249,0.142857142857
dui--previous dui arrest,10605,0.259530140249,0.142857142857
give--release,10605,0.259530140249,0.142857142857
filing--weigh,10605,0.259688930661,0.142857142857
dui--filing,10605,0.259688930661,0.142857142857
seriously--take,10605,0.259699247325,0.27731092437
control-r-kill,10605,0.259809172451,0.214285714286
conclude-r-weigh,10605,0.260146552569,0.214285714286
case-r-investigate,10605,0.260412127843,0.214285714286
book-r-on bail,10605,0.260571058322,0.183673469388
arm-r-arrest,10605,0.260582255747,0.214285714286
threaten-r-trial,10605,0.261008933787,0.1875
show-r-trial,10605,0.261100929054,0.183673469388
shooting-r-wound,10605,0.261195977996,0.285714285714
moment--watch,10605,0.261455258575,0.214285714286
order-r-trial,10605,0.261527450241,0.214285714286
pull over--time,10605,0.261883669839,0.214285714286
course--legal process,10605,0.26193712143,0.215639810427
point--wound,10605,0.262111681995,0.214285714286
create-r-memorial,10605,0.262397690513,0.214285714286
its--monitor,10605,0.262561036679,0.206349206349
get--sentence,10605,0.262922244419,0.214285714286
shooting-r-slaying,10605,0.263187393815,0.214285714286
accuse-r-threaten,10605,0.263190637235,0.214285714286
consider-r-misdemeanor,10605,0.263280063414,0.142857142857
consider--misdemeanor,10605,0.263280063414,0.142857142857
consider--drunk - drive,10605,0.263280063414,0.142857142857
against--consider,10605,0.263280063414,0.142857142857
arrest--chase,10605,0.263285325049,0.224489795918
convict-r-trial,10605,0.263304023464,0.214285714286
on bail--take,10605,0.263699116661,0.201388888889
investigation-r-loss,10605,0.263805304823,0.16
monitor--situation,10605,0.263904908577,0.240990990991
call-r-scream,10605,0.264146532437,0.214285714286
return-r-wound,10605,0.264197357361,0.284863945578
book into--drunken driving,10605,0.264255715087,0.142857142857
on bond--release,10605,0.264255715087,0.142857142857
job--suspend,10605,0.264704690153,0.229166666667
pend--take,10605,0.26483677053,0.142857142857
charge--wound,10605,0.265088678177,0.285714285714
action-r-operation,10605,0.265213411839,0.232142857143
chase--kill,10605,0.265709222848,0.253968253968
affect-r-deal with,10605,0.265962144077,0.251773049645
dui--loss,10605,0.266505197884,0.209150326797
access-r-regain,10605,0.266683847313,0.214285714286
present-r-wound,10605,0.266959500348,0.142857142857
draw-r-intoxicate,10605,0.267004165286,0.238095238095
accuse--escort,10605,0.267017980518,0.214285714286
rampage-r-shooting,10605,0.267495619298,0.214285714286
find--murder,10605,0.267780037134,0.223502304147
assault--murder,10605,0.267929714215,0.222413793103
call to--find,10605,0.268094624022,0.214285714286
commit--duty,10605,0.268263478199,0.285714285714
release-r-trial,10605,0.268367339605,0.183673469388
after--charge,10605,0.268454091365,0.214285714286
bail-r-plea,10605,0.268661747418,0.309782608696
hope--shot,10605,0.268898301776,0.214285714286
loss--prior,10605,0.269116660375,0.142857142857
arrest--prior,10605,0.269116660375,0.142857142857
arrest-r-prior,10605,0.269116660375,0.142857142857
leaf-r-shooting,10605,0.269838860598,0.214285714286
injure-r-murder,10605,0.270064528043,0.214285714286
among--claim the life,10605,0.270276506918,0.285714285714
catch-r-kill,10605,0.270284267089,0.285714285714
investigation--trial,10605,0.27039370076,0.214285714286
arrest--on suspicion,10605,0.271186618903,0.233534946237
hit-r-throw,10605,0.271438157208,0.285714285714
execution-r-order,10605,0.27159763465,0.214285714286
flee-r-kill,10605,0.271644221269,0.214285714286
gunplay-r-play,10605,0.27215460487,0.214285714286
absence--pencil in,10605,0.272185230091,0.214285714286
escort--incident,10605,0.272389813776,0.214285714286
convict-r-rampage,10605,0.272778570064,0.214285714286
stay-r-suspect,10605,0.272872069543,0.171428571429
murder-r-visit,10605,0.272933908262,0.142857142857
shock-r-study,10605,0.272933908262,0.142857142857
shock--visit,10605,0.272933908262,0.142857142857
shock-r-visit,10605,0.272933908262,0.142857142857
shock--study,10605,0.272933908262,0.142857142857
kill-r-make way,10605,0.272998019988,0.214285714286
investigation--target,10605,0.273022732558,0.214285714286
toss--ugly,10605,0.273117686547,0.214285714286
attempt--circumstance,10605,0.273265554322,0.214285714286
memorial--ugly,10605,0.273845985713,0.214285714286
job--pass,10605,0.273890818228,0.214285714286
charge-r-hearing,10605,0.27391582757,0.253968253968
accuse--present,10605,0.273993342626,0.214285714286
die-r-mean,10605,0.27399350264,0.285714285714
follow-r-throw,10605,0.274026546807,0.285714285714
pick up--shootout,10605,0.274307731595,0.285714285714
arrest--discover,10605,0.274530398077,0.166666666667
assault--slaying,10605,0.274893960443,0.177631578947
frustration--mount,10605,0.275251500588,0.214285714286
charge--suffer,10605,0.275664802002,0.232142857143
absence--provisional,10605,0.275718826276,0.166666666667
intend--target,10605,0.275920492513,0.285714285714
claim--scared,10605,0.275994268479,0.214285714286
dead--shooting,10605,0.276108997669,0.264705882353
book--take,10605,0.27628373597,0.166666666667
course-r-run,10605,0.276575651861,0.221955128205
case management-r-hold,10605,0.276606836371,0.171428571429
capture--trial,10605,0.276723602269,0.214285714286
guilty-r-wound,10605,0.277061502356,0.214285714286
show--surround,10605,0.277182697919,0.357142857143
barricade-r-go down,10605,0.277324133075,0.214285714286
face--suffer,10605,0.277553640702,0.214285714286
ask-r-complete,10605,0.27756052526,0.214285714286
shooting--suspect,10605,0.277592199728,0.262820512821
guilty--slay,10605,0.277634655957,0.285714285714
in connection--investigate,10605,0.27776467941,0.142857142857
slit--tragedy,10605,0.277895919398,0.214285714286
animal cruelty-r-distressed state,10605,0.277947306905,0.214285714286
reversal--wound,10605,0.277982452318,0.214285714286
lock up--plead,10605,0.278220823889,0.142857142857
lock up-r-plead,10605,0.278220823889,0.142857142857
fire--job,10605,0.278449489496,0.253968253968
shot--standing,10605,0.278700563028,0.285714285714
after--arrest,10605,0.278706362163,0.253968253968
find--wound,10605,0.278785517203,0.233766233766
legal process-r-run,10605,0.278912275293,0.2261208577
give--refuse,10605,0.279190363505,0.285714285714
charge--prior dui,10605,0.279266096457,0.142857142857
prior dui-r-set,10605,0.279266096457,0.142857142857
on probation-r-set,10605,0.279266096457,0.142857142857
drive-r-set,10605,0.279266096457,0.142857142857
prior dui--set,10605,0.279266096457,0.142857142857
on probation--set,10605,0.279266096457,0.142857142857
knock-r-shot,10605,0.279329837045,0.224489795918
scared--threaten,10605,0.279396190452,0.285714285714
its--situation,10605,0.279836663681,0.246753246753
catch--injure,10605,0.280142509318,0.214285714286
slaying--wound,10605,0.28017763037,0.214285714286
intend-r-wound,10605,0.280453976324,0.285714285714
bail-r-hearing,10605,0.280500975191,0.214285714286
conduct-r-protest,10605,0.280536109752,0.214285714286
intent--kill,10605,0.280729801003,0.224489795918
find--take place,10605,0.280862758849,0.214285714286
attack--patrol,10605,0.280891946016,0.253968253968
charge--misdemeanor drunken - drive,10605,0.280937995674,0.214285714286
kill-r-name,10605,0.280993166291,0.285714285714
vigil-r-violence,10605,0.281319868178,0.285714285714
attempt--guilty,10605,0.281366440343,0.214285714286
assault--kill,10605,0.281447096338,0.244604316547
first - degree assault--find,10605,0.281538512714,0.214285714286
battle-r-reveal,10605,0.281793503539,0.214285714286
drunk - drive-r-file,10605,0.281837099315,0.142857142857
against-r-file,10605,0.281837099315,0.142857142857
against--file,10605,0.281837099315,0.142857142857
dui-r-suspicion,10605,0.281865966376,0.224489795918
mount--rampage,10605,0.282072026734,0.214285714286
kill-r-take the stand,10605,0.28246174559,0.142857142857
take the stand--trial,10605,0.28246174559,0.142857142857
await-r-death,10605,0.282725288961,0.214285714286
arrest-r-disposition,10605,0.282975675586,0.142857142857
disposition--drive under the influence,10605,0.282975675586,0.142857142857
disposition--on suspicion,10605,0.282975675586,0.142857142857
arrest--disposition,10605,0.282975675586,0.142857142857
kill--reversal,10605,0.283353842956,0.214285714286
attempt--shot,10605,0.283663919249,0.285714285714
face--second - degree murder,10605,0.283695864902,0.214285714286
book--pend,10605,0.283732766926,0.214285714286
release--under,10605,0.283918361579,0.171428571429
investigation--make,10605,0.284375600668,0.214285714286
target-r-trial,10605,0.284637369363,0.285714285714
boast--shooting,10605,0.284779756426,0.214285714286
hear--release,10605,0.284924849024,0.19696969697
suspend--wound,10605,0.284937439049,0.220779220779
gunplay--play,10605,0.285119848931,0.214285714286
fire-r-shooting,10605,0.285131101518,0.233766233766
animal cruelty-r-discover,10605,0.285227771702,0.302158273381
buy--kill,10605,0.285383335204,0.214285714286
call-r-further comment,10605,0.28585683377,0.214285714286
investigation--kill,10605,0.286276632232,0.183673469388
after-r-intoxicate,10605,0.286293916573,0.282786885246
hit-r-protest,10605,0.286394590903,0.142857142857
file-r-misdemeanor drunken - drive,10605,0.286399924399,0.214285714286
arrest--use,10605,0.286449779893,0.285714285714
kill--scared,10605,0.286700695831,0.214285714286
murder--murder,10605,0.286960649717,0.276951672862
absence-r-provisional,10605,0.286999272868,0.171428571429
beg-r-suspect,10605,0.287131749728,0.214285714286
escape--intercept,10605,0.287194276756,0.285714285714
on suspicion-r-time,10605,0.287255046575,0.285714285714
chaotic--throw,10605,0.28727693636,0.214285714286
dead-r-suspicion,10605,0.287624094955,0.285714285714
operation--patrol,10605,0.287864902366,0.193512304251
trial--violence,10605,0.28786683689,0.236363636364
crossfire-r-investigation,10605,0.287973819905,0.214285714286
shoot-r-target,10605,0.288015199936,0.214285714286
arrest-r-use,10605,0.288473131644,0.214285714286
course--run,10605,0.288720763001,0.27015503876
grow-r-vigil,10605,0.289302388911,0.214285714286
ambush--conclude,10605,0.289344387676,0.142857142857
absence-r-pencil in,10605,0.289515860872,0.214285714286
face--trial,10605,0.290179007163,0.214285714286
gunfire--show,10605,0.290333417633,0.214285714286
hearing--trial,10605,0.290425204783,0.214285714286
administer--release,10605,0.290602426248,0.214285714286
death--parole,10605,0.290642737882,0.214285714286
after-r-arrest,10605,0.290871040415,0.333333333333
beat--face,10605,0.291093841476,0.214285714286
murder--shooting,10605,0.291345704397,0.265333333333
arrest-r-fire,10605,0.291345797732,0.285714285714
call-r-occur,10605,0.291462390008,0.214285714286
get-r-sentence,10605,0.291475502088,0.428571428571
its-r-monitor,10605,0.291859815993,0.224489795918
grow--violence,10605,0.292527805727,0.214285714286
kill-r-murder,10605,0.292707979636,0.249960967994
spark-r-strike,10605,0.293036846899,0.214285714286
hide-r-stagger,10605,0.293036846899,0.214285714286
charge--shot,10605,0.293038599977,0.307692307692
charge--find,10605,0.29305941119,0.202205882353
kill-r-suspect,10605,0.293568539093,0.254901960784
gunfire-r-see,10605,0.293860461055,0.214285714286
gunfire-r-hide,10605,0.293860461055,0.214285714286
beg--double murder,10605,0.293961286898,0.285714285714
spray--trial,10605,0.29415687812,0.214285714286
gun down-r-pick up,10605,0.294202534427,0.214285714286
gun down--pick up,10605,0.294202534427,0.214285714286
catch--kill,10605,0.29450286434,0.214285714286
drive under the influence--on suspicion,10605,0.294505817125,0.264462809917
hostile--struggle,10605,0.294872301177,0.214285714286
lash out-r-protest,10605,0.295017739819,0.214285714286
look forward to--prove,10605,0.295231349771,0.214285714286
dui-r-on suspicion,10605,0.295306467634,0.194805194805
happen--suspend,10605,0.295422737231,0.214285714286
kill--make public,10605,0.295608374767,0.214285714286
consider--file,10605,0.295969169462,0.166666666667
attack-r-shot,10605,0.29604659019,0.238095238095
dead--declare,10605,0.296140928938,0.214285714286
provisional--trial,10605,0.296257823281,0.253968253968
arrest--arrive,10605,0.296436095569,0.214285714286
absence--plea,10605,0.296701404594,0.285714285714
on suspicion-r-speeding,10605,0.296726453572,0.185567010309
intoxicate--pull over,10605,0.296761287308,0.171428571429
clash-r-wound,10605,0.29703570258,0.214285714286
charge-r-wound,10605,0.297249784488,0.214285714286
charge-r-set,10605,0.297324633773,0.214285714286
face--set,10605,0.297324633773,0.214285714286
fire-r-wound,10605,0.298021366497,0.238095238095
release-r-shootout,10605,0.298030698386,0.214285714286
capture--unfold,10605,0.29821546437,0.285714285714
mental health problem-r-plead,10605,0.298289390443,0.285714285714
crime-r-shooting,10605,0.298694484031,0.214285714286
foiled-r-piracy,10605,0.299116147438,0.291666666667
fall-r-show,10605,0.299263595261,0.214285714286
jury deliberation-r-underway,10605,0.299290603273,0.285714285714
kill--walk,10605,0.299357210764,0.30612244898
mission--operation,10605,0.299415872081,0.252427184466
release-r-take,10605,0.299551364538,0.181818181818
kill-r-set,10605,0.299697165561,0.285714285714
dui-r-second,10605,0.299793618603,0.285714285714
make--statement,10605,0.299931372436,0.214285714286
instruct-r-on trial,10605,0.300047955326,0.214285714286
double murder--kill,10605,0.300224336915,0.183673469388
dui-r-on probation,10605,0.300386117614,0.214285714286
plague-r-trial,10605,0.300404958569,0.236363636364
claim the life-r-take place,10605,0.300492786992,0.214285714286
in vain--plead,10605,0.300735585341,0.214285714286
clash--create,10605,0.300780788228,0.214285714286
arrest--kill,10605,0.300787187618,0.238095238095
job-r-walk,10605,0.300799804613,0.349206349206
order-r-shooting,10605,0.30083183168,0.214285714286
anger--another,10605,0.301321051536,0.214285714286
gunfire-r-show,10605,0.301773150364,0.214285714286
chase-r-job,10605,0.302130736673,0.214285714286
duty--murder,10605,0.302274282284,0.205357142857
break out-r-riot,10605,0.302370583842,0.238095238095
angry--arrest,10605,0.302389553743,0.214285714286
find-r-return,10605,0.30297917282,0.3
book into--on bail,10605,0.303204265917,0.224226804124
rampage--work,10605,0.303303643996,0.285714285714
chaotic-r-throw,10605,0.303369463128,0.214285714286
catch up in-r-dead,10605,0.304107367485,0.285714285714
accuse--suspend,10605,0.304361632692,0.214285714286
clash-r-memorial,10605,0.304441938924,0.285714285714
guilty--shooting,10605,0.30444353022,0.351449275362
shot--suspend,10605,0.304942370745,0.232142857143
arrest--investigation,10605,0.305229184103,0.22754491018
murder-r-suicide attempt,10605,0.305238947247,0.285714285714
lead--work,10605,0.305450172013,0.214285714286
kill--struggle,10605,0.305496481106,0.214285714286
charge-r-file,10605,0.305747323972,0.228571428571
provide--unfold,10605,0.306072758768,0.285714285714
murder-r-study,10605,0.306262875665,0.214285714286
sentence--sentence,10605,0.306400209503,0.214285714286
escort-r-feud,10605,0.306457756027,0.285714285714
appeal-r-sentence,10605,0.306485445818,0.232142857143
rescue-r-under control,10605,0.306541971009,0.214285714286
absence--hear,10605,0.306628557193,0.224489795918
charge--death,10605,0.306812764114,0.236280487805
monitor-r-run,10605,0.306920982101,0.280193236715
charge--reveal,10605,0.307600144927,0.214285714286
attack--wound,10605,0.30775612575,0.285714285714
occur--plague,10605,0.307953216429,0.285714285714
investigation-r-on probation,10605,0.308653530741,0.214285714286
charge-r-filing,10605,0.308840738369,0.214285714286
kill--name,10605,0.308861825356,0.375
testimony-r-threaten,10605,0.308992810434,0.265060240964
relation--unnecessary,10605,0.309031331091,0.285714285714
charge--drunk - drive,10605,0.30908617355,0.214285714286
arrest-r-work,10605,0.309332193642,0.285714285714
gather--protest,10605,0.309706198513,0.285714285714
arrest-r-loss,10605,0.309726320303,0.229166666667
arrest-r-suspect,10605,0.309909762642,0.215277777778
speak-r-surprised,10605,0.310655724292,0.285714285714
murder--study,10605,0.310703359111,0.214285714286
dui-r-investigation,10605,0.310749680445,0.275
accuse--injure,10605,0.310882793646,0.285714285714
splintered off--trash,10605,0.311118563641,0.285714285714
hope-r-shot,10605,0.311174404711,0.285714285714
charge-r-show,10605,0.311208368044,0.214285714286
commotion-r-safety,10605,0.311509630167,0.357142857143
animal cruelty-r-death,10605,0.31183030853,0.214285714286
pull over-r-time,10605,0.312646954924,0.285714285714
gun down--watch,10605,0.313215109308,0.214285714286
melee-r-wound,10605,0.313280515078,0.357142857143
intend-r-shoot,10605,0.313749312248,0.357142857143
thwart-r-under control,10605,0.3138264194,0.22619047619
kill--go on,10605,0.313876099314,0.214285714286
attack--chase,10605,0.313892018983,0.3
arrest-r-charge,10605,0.313967594046,0.247619047619
animal cruelty--discover,10605,0.31407609191,0.214285714286
execute--feud,10605,0.314118495204,0.3
murder-r-shield,10605,0.314153647546,0.214285714286
kill--return,10605,0.314900364856,0.253968253968
drive--on probation,10605,0.315463088891,0.285714285714
section-r-tragedy,10605,0.315595800561,0.214285714286
face-r-shot,10605,0.315848696876,0.214285714286
collect--hit,10605,0.315892542939,0.285714285714
charge-r-face,10605,0.316092827681,0.288888888889
keep-r-mental health problem,10605,0.316337699841,0.214285714286
kill-r-lie,10605,0.316478985687,0.285714285714
mission--patrol,10605,0.316850775082,0.230392156863
absence-r-risk,10605,0.316859364003,0.214285714286
charge--gunplay,10605,0.316892113139,0.214285714286
guilty--second - degree murder,10605,0.317116764014,0.214285714286
absence--remand,10605,0.31722457459,0.357142857143
set-r-trial,10605,0.317412608197,0.261174242424
fall--gunfire,10605,0.317760361011,0.238532110092
against-r-consider,10605,0.317912652275,0.214285714286
ambush--warrant,10605,0.31827117288,0.214285714286
kill-r-threaten,10605,0.318283601249,0.285714285714
action-r-execute,10605,0.318607650974,0.214285714286
chaos--sound,10605,0.318704131912,0.285714285714
job--shot,10605,0.318715750514,0.357142857143
shield--shoot,10605,0.318843638096,0.214285714286
feud--suspend,10605,0.319122732593,0.285714285714
case--warrant,10605,0.319166003654,0.214285714286
section-r-slit,10605,0.319329533543,0.214285714286
capture-r-foiled,10605,0.319631770911,0.342857142857
on bail--pend,10605,0.319775352621,0.214285714286
hold-r-plea,10605,0.319811802016,0.224489795918
accuse--hand down,10605,0.31984611329,0.357142857143
arm--arrest,10605,0.319976182754,0.285714285714
event-r-unfold,10605,0.32007975311,0.214285714286
absence--set,10605,0.320097435731,0.256
allegation--dui,10605,0.320213632589,0.214285714286
legal process--situation,10605,0.320449492053,0.237288135593
charge-r-injure,10605,0.320722214315,0.285714285714
fire-r-return,10605,0.321019809968,0.214285714286
charge--convict,10605,0.321326362452,0.285714285714
reversal-r-wound,10605,0.321457706314,0.214285714286
question-r-suspicion,10605,0.322022716423,0.214285714286
event--unfold,10605,0.322044644927,0.214285714286
study-r-visit,10605,0.322531557854,0.214285714286
shooting--suspend,10605,0.32255154376,0.224489795918
kill--open fire,10605,0.322662134511,0.25
case management-r-hearing,10605,0.322712444712,0.224489795918
make clear--take the stand,10605,0.32284143875,0.357142857143
kill--show,10605,0.322885889038,0.214285714286
hearing-r-take place,10605,0.323022710651,0.285714285714
feud--find,10605,0.32307329732,0.253968253968
beef--which,10605,0.323093558563,0.285714285714
scared--schedule,10605,0.323407046996,0.214285714286
open fire--take into custody,10605,0.323710262574,0.285714285714
face-r-set,10605,0.323992606046,0.214285714286
hide--see,10605,0.323997182194,0.285714285714
fatally strike-r-fall,10605,0.324372478741,0.285714285714
convict-r-sentence,10605,0.324922113402,0.190476190476
let off--shot,10605,0.325048650986,0.285714285714
escort-r-suspend,10605,0.325410316847,0.265306122449
kill-r-purpose,10605,0.325599461006,0.285714285714
involve--scrutiny,10605,0.325677174548,0.285714285714
attack--foil,10605,0.325948117143,0.350649350649
confess-r-shield,10605,0.326285767651,0.224489795918
accuse--delay,10605,0.326421967745,0.285714285714
fire--open fire,10605,0.326633507652,0.285714285714
consider-r-file,10605,0.326751636545,0.183673469388
accuse--testimony,10605,0.326902492322,0.214285714286
deploy-r-piracy,10605,0.32722827234,0.224489795918
accuse-r-make public,10605,0.327621192221,0.357142857143
dead--show,10605,0.327729223286,0.214285714286
shot--spiritual,10605,0.328016467717,0.285714285714
charge--in custody,10605,0.328766348151,0.285714285714
fire-r-job,10605,0.328851508891,0.261904761905
instruct--take care of,10605,0.329098317389,0.214285714286
on bail-r-release,10605,0.329380032639,0.24811218986
application--plea,10605,0.329758838146,0.285714285714
give--on bail,10605,0.329793826439,0.285714285714
arrest--suspicion,10605,0.330082836324,0.229292929293
charge--weigh,10605,0.330228389676,0.285714285714
describe-r-escort,10605,0.330354485644,0.285714285714
determine--murder,10605,0.330512697274,0.285714285714
hold-r-trial,10605,0.33060605091,0.357142857143
accuse--make public,10605,0.331141661877,0.285714285714
arm--arrive,10605,0.331470873922,0.214285714286
give-r-on bail,10605,0.331475916171,0.285714285714
make-r-statement,10605,0.331742956342,0.253968253968
appear--do not do so,10605,0.331754001102,0.285714285714
provide-r-unfold,10605,0.332232373514,0.214285714286
convict-r-spray,10605,0.332551142118,0.357142857143
assault--charge,10605,0.332897804078,0.285714285714
open fire--return,10605,0.332929261805,0.285714285714
on probation--previous dui arrest,10605,0.333054070636,0.231884057971
execute--find,10605,0.333145882742,0.224489795918
another--throw,10605,0.333329508952,0.285714285714
absence--risk,10605,0.333935279001,0.285714285714
arrest--second,10605,0.333940789047,0.285714285714
escort--return,10605,0.334025606493,0.285714285714
investigation-r-statement,10605,0.334295467008,0.285714285714
animal cruelty--take place,10605,0.334361037027,0.214285714286
accuse--murder,10605,0.334537346815,0.334128878282
break out-r-commotion,10605,0.33477510449,0.285714285714
book-r-release,10605,0.334805541945,0.1875
claim-r-threaten,10605,0.335437020589,0.285714285714
erupt-r-shooting,10605,0.335679631064,0.214285714286
relation-r-unnecessary,10605,0.33571371466,0.285714285714
double murder-r-kill,10605,0.335954649942,0.214285714286
injury--severe,10605,0.336202268449,0.214285714286
charge--file,10605,0.336254831743,0.225165562914
kill-r-lead,10605,0.336286457468,0.315789473684
anger--fuel,10605,0.3367549668,0.214285714286
shooting-r-strike,10605,0.336891488291,0.285714285714
protest--violence,10605,0.33690150364,0.357142857143
book into--release,10605,0.337011804582,0.371428571429
beef-r-strike,10605,0.337061170026,0.285714285714
scared-r-schedule,10605,0.337163713962,0.285714285714
chaos-r-war zone,10605,0.337174287306,0.285714285714
sentence-r-sentence,10605,0.337752018617,0.285714285714
fatal shooting-r-play,10605,0.337752018617,0.285714285714
burglary-r-murder,10605,0.337958295768,0.342857142857
pitch-r-shooting,10605,0.337989020985,0.285714285714
gunfire--see,10605,0.338002901013,0.285714285714
fatally strike--gunfire,10605,0.338394022891,0.285714285714
charge--spiritual,10605,0.338726398102,0.444444444444
face-r-relation,10605,0.339209049773,0.214285714286
do--murder,10605,0.339940205729,0.285714285714
fire--shot,10605,0.339941384032,0.292834890966
charge--drive,10605,0.340085514568,0.214285714286
death—and--protest,10605,0.340318550678,0.285714285714
claim the life-r-convict,10605,0.340590491179,0.285714285714
surgery-r-undergo,10605,0.340643922954,0.285714285714
dui--weigh,10605,0.340940748747,0.214285714286
animal cruelty-r-dead,10605,0.341027069064,0.285714285714
enter--identify,10605,0.34108100709,0.214285714286
break out--push,10605,0.341083141809,0.214285714286
await-r-on suspicion,10605,0.341644633656,0.214285714286
convict--execution,10605,0.34226051516,0.285714285714
await-r-disposition,10605,0.342272950587,0.214285714286
present-r-trial,10605,0.342522725641,0.214285714286
double murder-r-lock up,10605,0.342575240741,0.357142857143
